date,iso_code,nuts2,name,supplier,additional_dose
2021-11-12,ES-EX,ES43,Extremadura,Unknown,109443
2021-11-12,ES-GA,ES11,Galicia,Unknown,166492
2021-11-12,ES-RI,ES23,La Rioja,Unknown,15078
2021-11-12,ES-MD,ES30,Madrid,Unknown,280764
2021-11-12,ES-MC,ES62,Murcia,Unknown,76532
2021-11-12,ES-NC,ES22,Navarra,Unknown,46805
2021-11-12,ES-PV,ES21,País Vasco,Unknown,126965
2021-11-12,ES-CE,ES63,Ceuta,Unknown,3886
2021-11-12,ES-ML,ES64,Melilla,Unknown,2152
2021-11-15,ES-AN,ES61,Andalucía,Unknown,515615
2021-11-15,ES-AR,ES24,Aragón,Unknown,89027
2021-11-15,ES-AS,ES12,Asturias,Unknown,85254
2021-11-15,ES-IB,ES53,Islas Baleares,Unknown,51360
2021-11-15,ES-CN,ES70,Canarias,Unknown,59921
2021-11-15,ES-CB,ES13,Cantabria,Unknown,37577
2021-11-15,ES-CL,ES41,Castilla y León,Unknown,141903
2021-11-15,ES-CM,ES42,Castilla-La Mancha,Unknown,130753
2021-11-15,ES-CT,ES51,Cataluña,Unknown,324617
2021-11-15,ES-VC,ES52,Comunidad Valenciana,Unknown,315550
2021-11-15,ES-EX,ES43,Extremadura,Unknown,114236
2021-11-15,ES-GA,ES11,Galicia,Unknown,178510
2021-11-15,ES-RI,ES23,La Rioja,Unknown,18303
2021-11-15,ES-MD,ES30,Madrid,Unknown,302132
2021-11-15,ES-MC,ES62,Murcia,Unknown,90369
2021-11-15,ES-NC,ES22,Navarra,Unknown,51232
2021-11-15,ES-PV,ES21,País Vasco,Unknown,134564
2021-11-15,ES-CE,ES63,Ceuta,Unknown,3975
2021-11-15,ES-ML,ES64,Melilla,Unknown,2152
2021-11-16,ES-AN,ES61,Andalucía,Unknown,542630
2021-11-16,ES-AR,ES24,Aragón,Unknown,93601
2021-11-16,ES-AS,ES12,Asturias,Unknown,85254
2021-11-16,ES-IB,ES53,Islas Baleares,Unknown,57712
2021-11-16,ES-CN,ES70,Canarias,Unknown,63206
2021-11-16,ES-CB,ES13,Cantabria,Unknown,37577
2021-11-16,ES-CL,ES41,Castilla y León,Unknown,188109
2021-11-16,ES-CM,ES42,Castilla-La Mancha,Unknown,130753
2021-11-16,ES-CT,ES51,Cataluña,Unknown,339492
2021-11-16,ES-VC,ES52,Comunidad Valenciana,Unknown,333933
2021-11-16,ES-EX,ES43,Extremadura,Unknown,115795
2021-11-16,ES-GA,ES11,Galicia,Unknown,186013
2021-11-16,ES-RI,ES23,La Rioja,Unknown,20456
2021-11-16,ES-MD,ES30,Madrid,Unknown,302132
2021-11-16,ES-MC,ES62,Murcia,Unknown,91913
2021-11-16,ES-NC,ES22,Navarra,Unknown,53078
2021-11-16,ES-PV,ES21,País Vasco,Unknown,134564
2021-11-16,ES-CE,ES63,Ceuta,Unknown,3975
2021-11-16,ES-ML,ES64,Melilla,Unknown,2390
2021-11-17,ES-AN,ES61,Andalucía,Unknown,570990
2021-11-17,ES-AR,ES24,Aragón,Unknown,100285
2021-11-17,ES-AS,ES12,Asturias,Unknown,85254
2021-11-17,ES-IB,ES53,Islas Baleares,Unknown,63306
2021-11-17,ES-CN,ES70,Canarias,Unknown,67742
2021-11-17,ES-CB,ES13,Cantabria,Unknown,37577
2021-11-17,ES-CL,ES41,Castilla y León,Unknown,211185
2021-11-17,ES-CM,ES42,Castilla-La Mancha,Unknown,130753
2021-11-17,ES-CT,ES51,Cataluña,Unknown,363052
2021-11-17,ES-VC,ES52,Comunidad Valenciana,Unknown,350269
2021-11-17,ES-EX,ES43,Extremadura,Unknown,118300
2021-11-17,ES-GA,ES11,Galicia,Unknown,192865
2021-11-17,ES-RI,ES23,La Rioja,Unknown,20456
2021-11-17,ES-MD,ES30,Madrid,Unknown,302132
2021-11-17,ES-MC,ES62,Murcia,Unknown,91913
2021-11-17,ES-NC,ES22,Navarra,Unknown,57172
2021-11-17,ES-PV,ES21,País Vasco,Unknown,134564
2021-11-17,ES-CE,ES63,Ceuta,Unknown,3975
2021-11-17,ES-ML,ES64,Melilla,Unknown,2465
2021-11-18,ES-AN,ES61,Andalucía,Unknown,600380
2021-11-18,ES-AR,ES24,Aragón,Unknown,110207
2021-11-18,ES-AS,ES12,Asturias,Unknown,108574
2021-11-18,ES-IB,ES53,Islas Baleares,Unknown,68189
2021-11-18,ES-CN,ES70,Canarias,Unknown,72540
2021-11-18,ES-CB,ES13,Cantabria,Unknown,45995
2021-11-18,ES-CL,ES41,Castilla y León,Unknown,234072
2021-11-18,ES-CM,ES42,Castilla-La Mancha,Unknown,161772
2021-11-18,ES-CT,ES51,Cataluña,Unknown,389572
2021-11-18,ES-VC,ES52,Comunidad Valenciana,Unknown,370701
2021-11-18,ES-EX,ES43,Extremadura,Unknown,122107
2021-11-18,ES-GA,ES11,Galicia,Unknown,199159
2021-11-18,ES-RI,ES23,La Rioja,Unknown,24681
2021-11-18,ES-MD,ES30,Madrid,Unknown,367669
2021-11-18,ES-MC,ES62,Murcia,Unknown,97568
2021-11-18,ES-NC,ES22,Navarra,Unknown,60885
2021-11-18,ES-PV,ES21,País Vasco,Unknown,157805
2021-11-18,ES-CE,ES63,Ceuta,Unknown,4176
2021-11-18,ES-ML,ES64,Melilla,Unknown,2531
2021-11-19,ES-AN,ES61,Andalucía,Unknown,600380
2021-11-19,ES-AR,ES24,Aragón,Unknown,118885
2021-11-19,ES-AS,ES12,Asturias,Unknown,116589
2021-11-19,ES-IB,ES53,Islas Baleares,Unknown,73202
2021-11-19,ES-CN,ES70,Canarias,Unknown,77442
2021-11-19,ES-CB,ES13,Cantabria,Unknown,49022
2021-11-19,ES-CL,ES41,Castilla y León,Unknown,257680
2021-11-19,ES-CM,ES42,Castilla-La Mancha,Unknown,172767
2021-11-19,ES-CT,ES51,Cataluña,Unknown,415913
2021-11-19,ES-VC,ES52,Comunidad Valenciana,Unknown,388235
2021-11-19,ES-EX,ES43,Extremadura,Unknown,129160
2021-11-19,ES-GA,ES11,Galicia,Unknown,204482
2021-11-19,ES-RI,ES23,La Rioja,Unknown,24681
2021-11-19,ES-MD,ES30,Madrid,Unknown,389712
2021-11-19,ES-MC,ES62,Murcia,Unknown,100765
2021-11-19,ES-NC,ES22,Navarra,Unknown,63818
2021-11-19,ES-PV,ES21,País Vasco,Unknown,166945
2021-11-19,ES-CE,ES63,Ceuta,Unknown,4249
2021-11-19,ES-ML,ES64,Melilla,Unknown,2602
2021-11-22,ES-AN,ES61,Andalucía,Unknown,649535
2021-11-22,ES-AR,ES24,Aragón,Unknown,125087
2021-11-22,ES-AS,ES12,Asturias,Unknown,125229
2021-11-22,ES-IB,ES53,Islas Baleares,Unknown,82748
2021-11-22,ES-CN,ES70,Canarias,Unknown,82460
2021-11-22,ES-CB,ES13,Cantabria,Unknown,51885
2021-11-22,ES-CL,ES41,Castilla y León,Unknown,275252
2021-11-22,ES-CM,ES42,Castilla-La Mancha,Unknown,180200
2021-11-22,ES-CT,ES51,Cataluña,Unknown,441447
2021-11-22,ES-VC,ES52,Comunidad Valenciana,Unknown,401695
2021-11-22,ES-EX,ES43,Extremadura,Unknown,132231
2021-11-22,ES-GA,ES11,Galicia,Unknown,270371
2021-11-22,ES-RI,ES23,La Rioja,Unknown,26805
2021-11-22,ES-MD,ES30,Madrid,Unknown,414641
2021-11-22,ES-MC,ES62,Murcia,Unknown,100834
2021-11-22,ES-NC,ES22,Navarra,Unknown,67590
2021-11-22,ES-PV,ES21,País Vasco,Unknown,175962
2021-11-22,ES-CE,ES63,Ceuta,Unknown,4321
2021-11-22,ES-ML,ES64,Melilla,Unknown,2667
2021-11-23,ES-AN,ES61,Andalucía,Unknown,675656
2021-11-23,ES-AR,ES24,Aragón,Unknown,128009
2021-11-23,ES-AS,ES12,Asturias,Unknown,131343
2021-11-23,ES-IB,ES53,Islas Baleares,Unknown,86653
2021-11-23,ES-CN,ES70,Canarias,Unknown,86939
2021-11-23,ES-CB,ES13,Cantabria,Unknown,54345
2021-11-23,ES-CL,ES41,Castilla y León,Unknown,292474
2021-11-23,ES-CM,ES42,Castilla-La Mancha,Unknown,187417
2021-11-23,ES-CT,ES51,Cataluña,Unknown,456605
2021-11-23,ES-VC,ES52,Comunidad Valenciana,Unknown,415704
2021-11-23,ES-EX,ES43,Extremadura,Unknown,133769
2021-11-23,ES-GA,ES11,Galicia,Unknown,297226
2021-11-23,ES-RI,ES23,La Rioja,Unknown,30806
2021-11-23,ES-MD,ES30,Madrid,Unknown,435861
2021-11-23,ES-MC,ES62,Murcia,Unknown,100933
2021-11-23,ES-NC,ES22,Navarra,Unknown,70092
2021-11-23,ES-PV,ES21,País Vasco,Unknown,185141
2021-11-23,ES-CE,ES63,Ceuta,Unknown,4390
2021-11-23,ES-ML,ES64,Melilla,Unknown,2755
2021-11-24,ES-AN,ES61,Andalucía,Unknown,707046
2021-11-24,ES-AR,ES24,Aragón,Unknown,132885
2021-11-24,ES-AS,ES12,Asturias,Unknown,138788
2021-11-24,ES-IB,ES53,Islas Baleares,Unknown,89854
2021-11-24,ES-CN,ES70,Canarias,Unknown,91904
2021-11-24,ES-CB,ES13,Cantabria,Unknown,57242
2021-11-24,ES-CL,ES41,Castilla y León,Unknown,310257
2021-11-24,ES-CM,ES42,Castilla-La Mancha,Unknown,194961
2021-11-24,ES-CT,ES51,Cataluña,Unknown,479909
2021-11-24,ES-VC,ES52,Comunidad Valenciana,Unknown,431747
2021-11-24,ES-EX,ES43,Extremadura,Unknown,135709
2021-11-24,ES-GA,ES11,Galicia,Unknown,322997
2021-11-24,ES-RI,ES23,La Rioja,Unknown,30806
2021-11-24,ES-MD,ES30,Madrid,Unknown,455323
2021-11-24,ES-MC,ES62,Murcia,Unknown,101492
2021-11-24,ES-NC,ES22,Navarra,Unknown,73490
2021-11-24,ES-PV,ES21,País Vasco,Unknown,193814
2021-11-24,ES-CE,ES63,Ceuta,Unknown,4458
2021-11-24,ES-ML,ES64,Melilla,Unknown,2824
2021-11-25,ES-AN,ES61,Andalucía,Unknown,741243
2021-11-25,ES-AR,ES24,Aragón,Unknown,140129
2021-11-25,ES-AS,ES12,Asturias,Unknown,144586
2021-11-25,ES-IB,ES53,Islas Baleares,Unknown,92905
2021-11-25,ES-CN,ES70,Canarias,Unknown,97094
2021-11-25,ES-CB,ES13,Cantabria,Unknown,60044
2021-11-25,ES-CL,ES41,Castilla y León,Unknown,326318
2021-11-25,ES-CM,ES42,Castilla-La Mancha,Unknown,203116
2021-11-25,ES-CT,ES51,Cataluña,Unknown,506251
2021-11-25,ES-VC,ES52,Comunidad Valenciana,Unknown,446182
2021-11-25,ES-EX,ES43,Extremadura,Unknown,137820
2021-11-25,ES-GA,ES11,Galicia,Unknown,349707
2021-11-25,ES-RI,ES23,La Rioja,Unknown,34384
2021-11-25,ES-MD,ES30,Madrid,Unknown,455852
2021-11-25,ES-MC,ES62,Murcia,Unknown,101492
2021-11-25,ES-NC,ES22,Navarra,Unknown,76398
2021-11-25,ES-PV,ES21,País Vasco,Unknown,202988
2021-11-25,ES-CE,ES63,Ceuta,Unknown,4525
2021-11-25,ES-ML,ES64,Melilla,Unknown,2824
2021-11-26,ES-AN,ES61,Andalucía,Unknown,800494
2021-11-26,ES-AR,ES24,Aragón,Unknown,145554
2021-11-26,ES-AS,ES12,Asturias,Unknown,156548
2021-11-26,ES-IB,ES53,Islas Baleares,Unknown,100478
2021-11-26,ES-CN,ES70,Canarias,Unknown,124897
2021-11-26,ES-CB,ES13,Cantabria,Unknown,69332
2021-11-26,ES-CL,ES41,Castilla y León,Unknown,336059
2021-11-26,ES-CM,ES42,Castilla-La Mancha,Unknown,218926
2021-11-26,ES-CT,ES51,Cataluña,Unknown,566408
2021-11-26,ES-VC,ES52,Comunidad Valenciana,Unknown,506266
2021-11-26,ES-EX,ES43,Extremadura,Unknown,158007
2021-11-26,ES-GA,ES11,Galicia,Unknown,364782
2021-11-26,ES-RI,ES23,La Rioja,Unknown,44640
2021-11-26,ES-MD,ES30,Madrid,Unknown,484804
2021-11-26,ES-MC,ES62,Murcia,Unknown,140477
2021-11-26,ES-NC,ES22,Navarra,Unknown,84468
2021-11-26,ES-PV,ES21,País Vasco,Unknown,256451
2021-11-26,ES-CE,ES63,Ceuta,Unknown,5546
2021-11-26,ES-ML,ES64,Melilla,Unknown,3113
2021-11-29,ES-AN,ES61,Andalucía,Unknown,804204
2021-11-29,ES-AR,ES24,Aragón,Unknown,148246
2021-11-29,ES-AS,ES12,Asturias,Unknown,159287
2021-11-29,ES-IB,ES53,Islas Baleares,Unknown,100974
2021-11-29,ES-CN,ES70,Canarias,Unknown,127804
2021-11-29,ES-CB,ES13,Cantabria,Unknown,70804
2021-11-29,ES-CL,ES41,Castilla y León,Unknown,339434
2021-11-29,ES-CM,ES42,Castilla-La Mancha,Unknown,230319
2021-11-29,ES-CT,ES51,Cataluña,Unknown,595225
2021-11-29,ES-VC,ES52,Comunidad Valenciana,Unknown,506266
2021-11-29,ES-EX,ES43,Extremadura,Unknown,160141
2021-11-29,ES-GA,ES11,Galicia,Unknown,368402
2021-11-29,ES-RI,ES23,La Rioja,Unknown,45001
2021-11-29,ES-MD,ES30,Madrid,Unknown,494161
2021-11-29,ES-MC,ES62,Murcia,Unknown,140477
2021-11-29,ES-NC,ES22,Navarra,Unknown,84468
2021-11-29,ES-PV,ES21,País Vasco,Unknown,265444
2021-11-29,ES-CE,ES63,Ceuta,Unknown,5588
2021-11-29,ES-ML,ES64,Melilla,Unknown,3135
2021-11-30,ES-AN,ES61,Andalucía,Unknown,829132
2021-11-30,ES-AR,ES24,Aragón,Unknown,157705
2021-11-30,ES-AS,ES12,Asturias,Unknown,176632
2021-11-30,ES-IB,ES53,Islas Baleares,Unknown,106456
2021-11-30,ES-CN,ES70,Canarias,Unknown,148019
2021-11-30,ES-CB,ES13,Cantabria,Unknown,78301
2021-11-30,ES-CL,ES41,Castilla y León,Unknown,354558
2021-11-30,ES-CM,ES42,Castilla-La Mancha,Unknown,236680
2021-11-30,ES-CT,ES51,Cataluña,Unknown,623011
2021-11-30,ES-VC,ES52,Comunidad Valenciana,Unknown,506266
2021-11-30,ES-EX,ES43,Extremadura,Unknown,165974
2021-11-30,ES-GA,ES11,Galicia,Unknown,395661
2021-11-30,ES-RI,ES23,La Rioja,Unknown,46680
2021-11-30,ES-MD,ES30,Madrid,Unknown,586930
2021-11-30,ES-MC,ES62,Murcia,Unknown,146754
2021-11-30,ES-NC,ES22,Navarra,Unknown,91789
2021-11-30,ES-PV,ES21,País Vasco,Unknown,283437
2021-11-30,ES-CE,ES63,Ceuta,Unknown,5791
2021-11-30,ES-ML,ES64,Melilla,Unknown,3536
2021-12-01,ES-AN,ES61,Andalucía,Unknown,857055
2021-12-01,ES-AR,ES24,Aragón,Unknown,157705
2021-12-01,ES-AS,ES12,Asturias,Unknown,176632
2021-12-01,ES-IB,ES53,Islas Baleares,Unknown,107522
2021-12-01,ES-CN,ES70,Canarias,Unknown,156124
2021-12-01,ES-CB,ES13,Cantabria,Unknown,81067
2021-12-01,ES-CL,ES41,Castilla y León,Unknown,368922
2021-12-01,ES-CM,ES42,Castilla-La Mancha,Unknown,242478
2021-12-01,ES-CT,ES51,Cataluña,Unknown,654032
2021-12-01,ES-VC,ES52,Comunidad Valenciana,Unknown,506266
2021-12-01,ES-EX,ES43,Extremadura,Unknown,167810
2021-12-01,ES-GA,ES11,Galicia,Unknown,415376
2021-12-01,ES-RI,ES23,La Rioja,Unknown,48106
2021-12-01,ES-MD,ES30,Madrid,Unknown,612000
2021-12-01,ES-MC,ES62,Murcia,Unknown,159464
2021-12-01,ES-NC,ES22,Navarra,Unknown,94124
2021-12-01,ES-PV,ES21,País Vasco,Unknown,295480
2021-12-01,ES-CE,ES63,Ceuta,Unknown,5863
2021-12-01,ES-ML,ES64,Melilla,Unknown,3657
2021-12-02,ES-AN,ES61,Andalucía,Unknown,884554
2021-12-02,ES-AR,ES24,Aragón,Unknown,169672
2021-12-02,ES-AS,ES12,Asturias,Unknown,176632
2021-12-02,ES-IB,ES53,Islas Baleares,Unknown,110652
2021-12-02,ES-CN,ES70,Canarias,Unknown,163657
2021-12-02,ES-CB,ES13,Cantabria,Unknown,83938
2021-12-02,ES-CL,ES41,Castilla y León,Unknown,402876
2021-12-02,ES-CM,ES42,Castilla-La Mancha,Unknown,249906
2021-12-02,ES-CT,ES51,Cataluña,Unknown,691491
2021-12-02,ES-VC,ES52,Comunidad Valenciana,Unknown,506266
2021-12-02,ES-EX,ES43,Extremadura,Unknown,170413
2021-12-02,ES-GA,ES11,Galicia,Unknown,423694
2021-12-02,ES-RI,ES23,La Rioja,Unknown,49270
2021-12-02,ES-MD,ES30,Madrid,Unknown,633498
2021-12-02,ES-MC,ES62,Murcia,Unknown,159464
2021-12-02,ES-NC,ES22,Navarra,Unknown,96774
2021-12-02,ES-PV,ES21,País Vasco,Unknown,306834
2021-12-02,ES-CE,ES63,Ceuta,Unknown,5985
2021-12-02,ES-ML,ES64,Melilla,Unknown,3755
2021-12-03,ES-AN,ES61,Andalucía,Unknown,958291
2021-12-03,ES-AR,ES24,Aragón,Unknown,177208
2021-12-03,ES-AS,ES12,Asturias,Unknown,191212
2021-12-03,ES-IB,ES53,Islas Baleares,Unknown,111646
2021-12-03,ES-CN,ES70,Canarias,Unknown,171275
2021-12-03,ES-CB,ES13,Cantabria,Unknown,86700
2021-12-03,ES-CL,ES41,Castilla y León,Unknown,402876
2021-12-03,ES-CM,ES42,Castilla-La Mancha,Unknown,257029
2021-12-03,ES-CT,ES51,Cataluña,Unknown,733058
2021-12-03,ES-VC,ES52,Comunidad Valenciana,Unknown,506266
2021-12-03,ES-EX,ES43,Extremadura,Unknown,172143
2021-12-03,ES-GA,ES11,Galicia,Unknown,469951
2021-12-03,ES-RI,ES23,La Rioja,Unknown,49416
2021-12-03,ES-MD,ES30,Madrid,Unknown,635989
2021-12-03,ES-MC,ES62,Murcia,Unknown,160858
2021-12-03,ES-NC,ES22,Navarra,Unknown,96913
2021-12-03,ES-PV,ES21,País Vasco,Unknown,308409
2021-12-03,ES-CE,ES63,Ceuta,Unknown,6073
2021-12-03,ES-ML,ES64,Melilla,Unknown,3792
2021-12-07,ES-AN,ES61,Andalucía,Unknown,980013
2021-12-07,ES-AR,ES24,Aragón,Unknown,183388
2021-12-07,ES-AS,ES12,Asturias,Unknown,201986
2021-12-07,ES-IB,ES53,Islas Baleares,Unknown,113763
2021-12-07,ES-CN,ES70,Canarias,Unknown,184400
2021-12-07,ES-CB,ES13,Cantabria,Unknown,89631
2021-12-07,ES-CL,ES41,Castilla y León,Unknown,437288
2021-12-07,ES-CM,ES42,Castilla-La Mancha,Unknown,264595
2021-12-07,ES-CT,ES51,Cataluña,Unknown,778630
2021-12-07,ES-VC,ES52,Comunidad Valenciana,Unknown,506266
2021-12-07,ES-EX,ES43,Extremadura,Unknown,175960
2021-12-07,ES-GA,ES11,Galicia,Unknown,558579
2021-12-07,ES-RI,ES23,La Rioja,Unknown,51340
2021-12-07,ES-MD,ES30,Madrid,Unknown,681023
2021-12-07,ES-MC,ES62,Murcia,Unknown,171109
2021-12-07,ES-NC,ES22,Navarra,Unknown,100639
2021-12-07,ES-PV,ES21,País Vasco,Unknown,330230
2021-12-07,ES-CE,ES63,Ceuta,Unknown,6230
2021-12-07,ES-ML,ES64,Melilla,Unknown,3901
2021-12-09,ES-AN,ES61,Andalucía,Unknown,991638
2021-12-09,ES-AR,ES24,Aragón,Unknown,185719
2021-12-09,ES-AS,ES12,Asturias,Unknown,207178
2021-12-09,ES-IB,ES53,Islas Baleares,Unknown,114752
2021-12-09,ES-CN,ES70,Canarias,Unknown,192474
2021-12-09,ES-CB,ES13,Cantabria,Unknown,92103
2021-12-09,ES-CL,ES41,Castilla y León,Unknown,445524
2021-12-09,ES-CM,ES42,Castilla-La Mancha,Unknown,266926
2021-12-09,ES-CT,ES51,Cataluña,Unknown,789958
2021-12-09,ES-VC,ES52,Comunidad Valenciana,Unknown,506266
2021-12-09,ES-EX,ES43,Extremadura,Unknown,176571
2021-12-09,ES-GA,ES11,Galicia,Unknown,558579
2021-12-09,ES-RI,ES23,La Rioja,Unknown,51869
2021-12-09,ES-MD,ES30,Madrid,Unknown,697121
2021-12-09,ES-MC,ES62,Murcia,Unknown,171724
2021-12-09,ES-NC,ES22,Navarra,Unknown,102095
2021-12-09,ES-PV,ES21,País Vasco,Unknown,337189
2021-12-09,ES-CE,ES63,Ceuta,Unknown,6304
2021-12-09,ES-ML,ES64,Melilla,Unknown,3997
2021-12-10,ES-AN,ES61,Andalucía,Unknown,1010183
2021-12-10,ES-AR,ES24,Aragón,Unknown,191153
2021-12-10,ES-AS,ES12,Asturias,Unknown,210528
2021-12-10,ES-IB,ES53,Islas Baleares,Unknown,115772
2021-12-10,ES-CN,ES70,Canarias,Unknown,199682
2021-12-10,ES-CB,ES13,Cantabria,Unknown,92102
2021-12-10,ES-CL,ES41,Castilla y León,Unknown,454572
2021-12-10,ES-CM,ES42,Castilla-La Mancha,Unknown,292454
2021-12-10,ES-CT,ES51,Cataluña,Unknown,818435
2021-12-10,ES-VC,ES52,Comunidad Valenciana,Unknown,506266
2021-12-10,ES-EX,ES43,Extremadura,Unknown,178310
2021-12-10,ES-GA,ES11,Galicia,Unknown,560008
2021-12-10,ES-RI,ES23,La Rioja,Unknown,52370
2021-12-10,ES-MD,ES30,Madrid,Unknown,714180
2021-12-10,ES-MC,ES62,Murcia,Unknown,173632
2021-12-10,ES-NC,ES22,Navarra,Unknown,102867
2021-12-10,ES-PV,ES21,País Vasco,Unknown,343886
2021-12-10,ES-CE,ES63,Ceuta,Unknown,6385
2021-12-10,ES-ML,ES64,Melilla,Unknown,4089
2021-12-13,ES-AN,ES61,Andalucía,Unknown,1426909
2021-12-13,ES-AR,ES24,Aragón,Unknown,260252
2021-12-13,ES-AS,ES12,Asturias,Unknown,298251
2021-12-13,ES-IB,ES53,Islas Baleares,Unknown,166354
2021-12-13,ES-CN,ES70,Canarias,Unknown,319216
2021-12-13,ES-CB,ES13,Cantabria,Unknown,119417
2021-12-13,ES-CL,ES41,Castilla y León,Unknown,742877
2021-12-13,ES-CM,ES42,Castilla-La Mancha,Unknown,416040
2021-12-13,ES-CT,ES51,Cataluña,Unknown,1135789
2021-12-13,ES-VC,ES52,Comunidad Valenciana,Unknown,779949
2021-12-13,ES-EX,ES43,Extremadura,Unknown,249090
2021-12-13,ES-GA,ES11,Galicia,Unknown,841454
2021-12-13,ES-RI,ES23,La Rioja,Unknown,72443
2021-12-13,ES-MD,ES30,Madrid,Unknown,1037794
2021-12-13,ES-MC,ES62,Murcia,Unknown,248459
2021-12-13,ES-NC,ES22,Navarra,Unknown,142534
2021-12-13,ES-PV,ES21,País Vasco,Unknown,492650
2021-12-13,ES-CE,ES63,Ceuta,Unknown,10472
2021-12-13,ES-ML,ES64,Melilla,Unknown,10291
2021-12-14,ES-AN,ES61,Andalucía,Unknown,1488991
2021-12-14,ES-AR,ES24,Aragón,Unknown,271128
2021-12-14,ES-AS,ES12,Asturias,Unknown,311281
2021-12-14,ES-IB,ES53,Islas Baleares,Unknown,166354
2021-12-14,ES-CN,ES70,Canarias,Unknown,334497
2021-12-14,ES-CB,ES13,Cantabria,Unknown,124116
2021-12-14,ES-CL,ES41,Castilla y León,Unknown,765024
2021-12-14,ES-CM,ES42,Castilla-La Mancha,Unknown,433133
2021-12-14,ES-CT,ES51,Cataluña,Unknown,1199208
2021-12-14,ES-VC,ES52,Comunidad Valenciana,Unknown,782881
2021-12-14,ES-EX,ES43,Extremadura,Unknown,256402
2021-12-14,ES-GA,ES11,Galicia,Unknown,943836
2021-12-14,ES-RI,ES23,La Rioja,Unknown,75673
2021-12-14,ES-MD,ES30,Madrid,Unknown,1089781
2021-12-14,ES-MC,ES62,Murcia,Unknown,256129
2021-12-14,ES-NC,ES22,Navarra,Unknown,148458
2021-12-14,ES-PV,ES21,País Vasco,Unknown,512501
2021-12-14,ES-CE,ES63,Ceuta,Unknown,10734
2021-12-14,ES-ML,ES64,Melilla,Unknown,11127
2021-12-15,ES-AN,ES61,Andalucía,Unknown,1558374
2021-12-15,ES-AR,ES24,Aragón,Unknown,284445
2021-12-15,ES-AS,ES12,Asturias,Unknown,322547
2021-12-15,ES-IB,ES53,Islas Baleares,Unknown,173282
2021-12-15,ES-CN,ES70,Canarias,Unknown,350355
2021-12-15,ES-CB,ES13,Cantabria,Unknown,129272
2021-12-15,ES-CL,ES41,Castilla y León,Unknown,787464
2021-12-15,ES-CM,ES42,Castilla-La Mancha,Unknown,447246
2021-12-15,ES-CT,ES51,Cataluña,Unknown,1272793
2021-12-15,ES-VC,ES52,Comunidad Valenciana,Unknown,927527
2021-12-15,ES-EX,ES43,Extremadura,Unknown,265093
2021-12-15,ES-GA,ES11,Galicia,Unknown,1012773
2021-12-15,ES-RI,ES23,La Rioja,Unknown,78324
2021-12-15,ES-MD,ES30,Madrid,Unknown,1139837
2021-12-15,ES-MC,ES62,Murcia,Unknown,267977
2021-12-15,ES-NC,ES22,Navarra,Unknown,154960
2021-12-15,ES-PV,ES21,País Vasco,Unknown,530370
2021-12-15,ES-CE,ES63,Ceuta,Unknown,11194
2021-12-15,ES-ML,ES64,Melilla,Unknown,11898
2021-12-16,ES-AN,ES61,Andalucía,Unknown,1615088
2021-12-16,ES-AR,ES24,Aragón,Unknown,301989
2021-12-16,ES-AS,ES12,Asturias,Unknown,330233
2021-12-16,ES-IB,ES53,Islas Baleares,Unknown,179051
2021-12-16,ES-CN,ES70,Canarias,Unknown,362719
2021-12-16,ES-CB,ES13,Cantabria,Unknown,134601
2021-12-16,ES-CL,ES41,Castilla y León,Unknown,800945
2021-12-16,ES-CM,ES42,Castilla-La Mancha,Unknown,462953
2021-12-16,ES-CT,ES51,Cataluña,Unknown,1354450
2021-12-16,ES-VC,ES52,Comunidad Valenciana,Unknown,927550
2021-12-16,ES-EX,ES43,Extremadura,Unknown,273405
2021-12-16,ES-GA,ES11,Galicia,Unknown,1035845
2021-12-16,ES-RI,ES23,La Rioja,Unknown,81120
2021-12-16,ES-MD,ES30,Madrid,Unknown,1191819
2021-12-16,ES-MC,ES62,Murcia,Unknown,277544
2021-12-16,ES-NC,ES22,Navarra,Unknown,162407
2021-12-16,ES-PV,ES21,País Vasco,Unknown,548881
2021-12-16,ES-CE,ES63,Ceuta,Unknown,11441
2021-12-16,ES-ML,ES64,Melilla,Unknown,12291
2021-12-17,ES-AN,ES61,Andalucía,Unknown,1671036
2021-12-17,ES-AR,ES24,Aragón,Unknown,317875
2021-12-17,ES-AS,ES12,Asturias,Unknown,336657
2021-12-17,ES-IB,ES53,Islas Baleares,Unknown,184613
2021-12-17,ES-CN,ES70,Canarias,Unknown,375768
2021-12-17,ES-CB,ES13,Cantabria,Unknown,140147
2021-12-17,ES-CL,ES41,Castilla y León,Unknown,806782
2021-12-17,ES-CM,ES42,Castilla-La Mancha,Unknown,462953
2021-12-17,ES-CT,ES51,Cataluña,Unknown,1435866
2021-12-17,ES-VC,ES52,Comunidad Valenciana,Unknown,1033559
2021-12-17,ES-EX,ES43,Extremadura,Unknown,285105
2021-12-17,ES-GA,ES11,Galicia,Unknown,1057378
2021-12-17,ES-RI,ES23,La Rioja,Unknown,81120
2021-12-17,ES-MD,ES30,Madrid,Unknown,1243648
2021-12-17,ES-MC,ES62,Murcia,Unknown,286766
2021-12-17,ES-NC,ES22,Navarra,Unknown,168478
2021-12-17,ES-PV,ES21,País Vasco,Unknown,565120
2021-12-17,ES-CE,ES63,Ceuta,Unknown,11579
2021-12-17,ES-ML,ES64,Melilla,Unknown,12610
