localidad,fecha,casos,hospitalizados,uci,fallecidos
Ceuta,2020-03-20,0,0,0,0
Aragón,2020-03-20,105,59,10,5
Navarra,2020-03-20,119,86,3,5
Cataluña,2020-03-20,1330,630,59,72
Melilla,2020-03-20,1,6,1,0
Madrid,2020-03-20,2310,1692,119,210
Galicia,2020-03-20,275,76,5,5
C. Valenciana,2020-03-20,315,219,29,19
Andalucía,2020-03-20,318,197,20,14
País Vasco,2020-03-20,330,202,8,16
Castilla y León,2020-03-20,364,191,24,20
Castilla La Mancha,2020-03-20,410,304,23,42
Murcia,2020-03-20,49,34,1,1
Cantabria,2020-03-20,59,2,1,2
Extremadura,2020-03-20,60,41,1,3
España,2020-03-20,6364,3863,328,433
La Rioja,2020-03-20,73,34,4,12
Canarias,2020-03-20,75,24,8,3
Baleares,2020-03-20,76,37,7,1
Asturias,2020-03-20,95,29,5,3
Ceuta,2020-03-21,0,0,0,0
Melilla,2020-03-21,0,2,0,0
Cataluña,2020-03-21,1126,561,52,79
Aragón,2020-03-21,116,78,8,4
Navarra,2020-03-21,120,70,8,4
Madrid,2020-03-21,1941,1304,108,237
Galicia,2020-03-21,247,88,10,5
C. Valenciana,2020-03-21,277,233,31,21
Castilla y León,2020-03-21,312,200,26,38
País Vasco,2020-03-21,319,203,12,21
Castilla La Mancha,2020-03-21,372,281,15,50
Andalucía,2020-03-21,381,232,29,18
Extremadura,2020-03-21,43,45,5,4
Asturias,2020-03-21,49,33,4,5
España,2020-03-21,5674,3449,335,503
Murcia,2020-03-21,59,14,6,0
Cantabria,2020-03-21,68,9,6,3
Baleares,2020-03-21,70,32,8,5
La Rioja,2020-03-21,85,25,5,9
Canarias,2020-03-21,89,39,2,0
Aragón,2020-03-22,102,60,9,11
Madrid,2020-03-22,1678,1237,112,235
Ceuta,2020-03-22,2,0,0,0
Galicia,2020-03-22,237,81,10,4
C. Valenciana,2020-03-22,297,227,37,29
Melilla,2020-03-22,3,0,0,0
País Vasco,2020-03-22,315,166,15,21
Murcia,2020-03-22,34,27,7,2
Andalucía,2020-03-22,367,215,37,28
Castilla La Mancha,2020-03-22,380,340,23,52
Castilla y León,2020-03-22,399,214,12,37
Extremadura,2020-03-22,44,48,5,6
España,2020-03-22,5220,3287,372,550
Asturias,2020-03-22,52,30,3,10
La Rioja,2020-03-22,62,18,4,0
Baleares,2020-03-22,63,27,12,3
Cantabria,2020-03-22,71,6,2,2
Canarias,2020-03-22,74,34,9,4
Navarra,2020-03-22,87,55,13,9
Cataluña,2020-03-22,953,502,62,97
Melilla,2020-03-23,0,1,1,0
Ceuta,2020-03-23,1,0,0,0
La Rioja,2020-03-23,109,27,3,9
Aragón,2020-03-23,118,86,13,11
Asturias,2020-03-23,133,36,5,4
Cataluña,2020-03-23,1423,742,81,135
Navarra,2020-03-23,160,96,9,9
Extremadura,2020-03-23,217,64,8,10
Madrid,2020-03-23,2881,1930,135,276
Galicia,2020-03-23,314,106,14,4
País Vasco,2020-03-23,352,248,14,17
C. Valenciana,2020-03-23,396,330,54,25
Castilla y León,2020-03-23,484,283,25,57
Andalucía,2020-03-23,555,367,29,30
Castilla La Mancha,2020-03-23,573,436,26,87
Murcia,2020-03-23,67,32,3,0
Cantabria,2020-03-23,75,6,1,4
España,2020-03-23,8041,4870,437,685
Baleares,2020-03-23,91,47,9,3
Canarias,2020-03-23,92,33,7,4
Melilla,2020-03-24,10,2,0,0
Baleares,2020-03-24,105,48,9,5
Ceuta,2020-03-24,1,1,0,0
Extremadura,2020-03-24,137,62,6,16
Murcia,2020-03-24,144,23,9,4
Canarias,2020-03-24,147,52,11,5
La Rioja,2020-03-24,173,37,6,6
Cataluña,2020-03-24,1749,875,87,132
Navarra,2020-03-24,189,91,9,10
Aragón,2020-03-24,200,139,26,10
Madrid,2020-03-24,3328,1854,125,287
Galicia,2020-03-24,366,142,22,7
Castilla La Mancha,2020-03-24,470,462,34,83
C. Valenciana,2020-03-24,478,365,45,31
Andalucía,2020-03-24,560,350,41,36
País Vasco,2020-03-24,580,325,14,25
Asturias,2020-03-24,58,36,9,3
Castilla y León,2020-03-24,743,361,41,58
Cantabria,2020-03-24,89,15,3,5
España,2020-03-24,9527,5240,497,723
Melilla,2020-03-25,1,1,0,1
Ceuta,2020-03-25,1,1,2,0
Extremadura,2020-03-25,161,58,7,11
Cataluña,2020-03-25,1736,775,80,174
Cantabria,2020-03-25,178,6,1,2
Navarra,2020-03-25,197,133,11,12
La Rioja,2020-03-25,197,47,4,13
Aragón,2020-03-25,235,135,16,24
Madrid,2020-03-25,3216,1828,121,293
Galicia,2020-03-25,425,139,8,7
C. Valenciana,2020-03-25,516,325,46,33
Castilla La Mancha,2020-03-25,603,449,30,106
Andalucía,2020-03-25,644,347,39,33
País Vasco,2020-03-25,719,315,27,35
Asturias,2020-03-25,80,43,10,0
Castilla y León,2020-03-25,815,391,20,63
Murcia,2020-03-25,84,46,12,3
Baleares,2020-03-25,92,52,11,3
Canarias,2020-03-25,94,51,12,6
España,2020-03-25,9994,5142,457,819
Murcia,2020-03-26,101,34,9,9
Canarias,2020-03-26,135,53,10,9
Cantabria,2020-03-26,143,11,6,6
La Rioja,2020-03-26,178,54,2,9
Cataluña,2020-03-26,1830,786,56,168
Extremadura,2020-03-26,196,65,8,15
Navarra,2020-03-26,229,112,8,17
Aragón,2020-03-26,241,143,18,19
Madrid,2020-03-26,3252,1688,101,298
Melilla,2020-03-26,3,6,0,0
Galicia,2020-03-26,402,127,14,9
C. Valenciana,2020-03-26,520,322,44,37
Castilla La Mancha,2020-03-26,549,410,28,113
País Vasco,2020-03-26,622,298,24,26
Andalucía,2020-03-26,675,377,60,46
Castilla y León,2020-03-26,688,377,23,73
Asturias,2020-03-26,69,45,9,10
Ceuta,2020-03-26,7,0,0,0
Baleares,2020-03-26,92,56,9,4
España,2020-03-26,9932,4964,429,868
Ceuta,2020-03-27,0,0,0,1
La Rioja,2020-03-27,150,52,3,6
Extremadura,2020-03-27,155,50,1,21
Cataluña,2020-03-27,1646,845,48,194
Navarra,2020-03-27,165,107,5,12
Melilla,2020-03-27,2,1,0,0
Madrid,2020-03-27,2346,1471,100,334
Aragón,2020-03-27,284,136,18,10
Galicia,2020-03-27,425,140,18,11
País Vasco,2020-03-27,505,263,18,32
C. Valenciana,2020-03-27,626,335,36,49
Andalucía,2020-03-27,644,359,38,48
Castilla La Mancha,2020-03-27,747,410,24,93
Asturias,2020-03-27,77,65,2,5
Murcia,2020-03-27,78,31,6,6
Castilla y León,2020-03-27,822,357,24,63
Canarias,2020-03-27,82,38,10,10
España,2020-03-27,8952,4740,363,903
Cantabria,2020-03-27,99,11,3,3
Baleares,2020-03-27,99,69,9,5
Asturias,2020-03-28,106,37,5,3
Madrid,2020-03-28,1247,911,72,275
La Rioja,2020-03-28,126,37,2,6
Navarra,2020-03-28,135,85,7,22
Cataluña,2020-03-28,1433,619,42,184
Aragón,2020-03-28,192,103,15,15
Melilla,2020-03-28,3,5,0,0
Galicia,2020-03-28,455,109,16,19
Castilla La Mancha,2020-03-28,469,293,22,105
Castilla y León,2020-03-28,530,280,32,63
País Vasco,2020-03-28,575,210,15,36
C. Valenciana,2020-03-28,602,219,41,46
Ceuta,2020-03-28,6,1,0,0
Andalucía,2020-03-28,647,241,41,28
Murcia,2020-03-28,68,35,2,6
España,2020-03-28,6939,3351,328,839
Baleares,2020-03-28,78,45,3,6
Cantabria,2020-03-28,84,10,4,3
Canarias,2020-03-28,87,73,7,5
Extremadura,2020-03-28,96,38,2,17
Cataluña,2020-03-29,1108,505,48,187
Aragón,2020-03-29,141,66,7,19
Navarra,2020-03-29,158,44,3,13
País Vasco,2020-03-29,247,122,13,39
Galicia,2020-03-29,309,125,15,11
C. Valenciana,2020-03-29,329,183,26,36
Castilla y León,2020-03-29,364,224,19,88
Andalucía,2020-03-29,405,193,30,40
Castilla La Mancha,2020-03-29,495,279,17,69
España,2020-03-29,4982,2621,273,805
Melilla,2020-03-29,5,0,1,0
Murcia,2020-03-29,50,28,3,9
Baleares,2020-03-29,60,37,5,6
Ceuta,2020-03-29,6,2,0,0
Asturias,2020-03-29,64,33,4,12
Cantabria,2020-03-29,86,13,2,3
La Rioja,2020-03-29,88,28,1,7
Madrid,2020-03-29,887,673,64,245
Canarias,2020-03-29,90,27,10,5
Extremadura,2020-03-29,90,39,5,16
Ceuta,2020-03-30,13,3,1,0
La Rioja,2020-03-30,136,22,2,10
Cataluña,2020-03-30,1641,715,56,212
Navarra,2020-03-30,167,76,4,15
Aragón,2020-03-30,188,105,7,31
Madrid,2020-03-30,2279,1235,76,237
País Vasco,2020-03-30,328,202,10,41
Galicia,2020-03-30,399,106,15,27
Melilla,2020-03-30,4,0,0,0
C. Valenciana,2020-03-30,415,258,34,54
Castilla y León,2020-03-30,481,271,20,81
Andalucía,2020-03-30,483,255,41,53
Extremadura,2020-03-30,51,56,9,23
Murcia,2020-03-30,56,37,3,3
Cantabria,2020-03-30,58,5,2,15
Baleares,2020-03-30,73,54,8,7
España,2020-03-30,7872,3881,334,910
Asturias,2020-03-30,89,31,7,7
Canarias,2020-03-30,90,36,12,4
Castilla La Mancha,2020-03-30,921,414,27,90
Extremadura,2020-03-31,111,48,4,17
Ceuta,2020-03-31,13,0,0,0
Cataluña,2020-03-31,1632,655,55,196
La Rioja,2020-03-31,186,41,4,13
Madrid,2020-03-31,1902,956,73,249
Navarra,2020-03-31,191,67,5,15
Melilla,2020-03-31,2,4,0,0
Aragón,2020-03-31,280,84,13,27
Galicia,2020-03-31,321,108,13,20
C. Valenciana,2020-03-31,441,174,26,58
Andalucía,2020-03-31,514,217,23,47
Murcia,2020-03-31,53,16,3,6
Baleares,2020-03-31,55,35,6,8
Cantabria,2020-03-31,57,6,0,11
País Vasco,2020-03-31,585,217,17,42
Castilla La Mancha,2020-03-31,637,323,18,92
Castilla y León,2020-03-31,653,254,18,76
Asturias,2020-03-31,72,43,8,9
Canarias,2020-03-31,77,27,6,7
España,2020-03-31,7782,3275,292,893
Melilla,2020-04-01,0,0,0,0
Cataluña,2020-04-01,1423,554,47,199
La Rioja,2020-04-01,143,33,4,6
Madrid,2020-04-01,1592,1007,87,264
Navarra,2020-04-01,166,77,6,11
Aragón,2020-04-01,201,91,11,29
Ceuta,2020-04-01,2,1,1,0
Galicia,2020-04-01,279,86,9,22
Murcia,2020-04-01,36,21,4,4
C. Valenciana,2020-04-01,385,169,17,47
Cantabria,2020-04-01,39,6,1,4
Andalucía,2020-04-01,470,211,20,43
País Vasco,2020-04-01,484,202,11,43
Extremadura,2020-04-01,54,36,5,19
Castilla y León,2020-04-01,583,245,13,94
Canarias,2020-04-01,61,23,7,7
Asturias,2020-04-01,68,16,4,1
España,2020-04-01,6931,3159,267,891
Castilla La Mancha,2020-04-01,847,329,13,91
Baleares,2020-04-01,98,52,7,7
Cataluña,2020-04-02,1346,503,38,176
La Rioja,2020-04-02,139,34,2,15
Melilla,2020-04-02,14,2,0,1
Navarra,2020-04-02,149,52,4,13
Aragón,2020-04-02,182,90,8,22
Madrid,2020-04-02,1929,936,62,255
C. Valenciana,2020-04-02,331,138,14,48
Galicia,2020-04-02,337,85,8,25
Ceuta,2020-04-02,4,0,0,0
Andalucía,2020-04-02,466,203,25,54
País Vasco,2020-04-02,492,133,10,33
Castilla y León,2020-04-02,494,222,12,69
Castilla La Mancha,2020-04-02,518,253,10,81
Extremadura,2020-04-02,53,32,4,20
Murcia,2020-04-02,64,12,2,7
Canarias,2020-04-02,64,14,2,7
España,2020-04-02,6813,2809,211,847
Asturias,2020-04-02,69,32,1,4
Cantabria,2020-04-02,73,12,2,8
Baleares,2020-04-02,89,56,7,9
Ceuta,2020-04-03,11,0,0,1
Navarra,2020-04-03,117,72,5,18
Cataluña,2020-04-03,1424,543,40,177
Aragón,2020-04-03,172,75,10,29
Madrid,2020-04-03,1857,880,60,183
La Rioja,2020-04-03,218,42,0,16
Galicia,2020-04-03,308,93,9,27
C. Valenciana,2020-04-03,311,107,13,55
Melilla,2020-04-03,3,2,0,0
Andalucía,2020-04-03,372,132,18,44
Canarias,2020-04-03,39,23,2,5
País Vasco,2020-04-03,424,157,7,50
Murcia,2020-04-03,44,34,4,7
Castilla y León,2020-04-03,485,189,11,67
Baleares,2020-04-03,63,33,4,5
Castilla La Mancha,2020-04-03,643,267,10,75
España,2020-04-03,6716,2717,196,781
Cantabria,2020-04-03,68,16,0,2
Asturias,2020-04-03,72,29,2,3
Extremadura,2020-04-03,85,23,1,17
Ceuta,2020-04-04,10,0,0,0
Aragón,2020-04-04,102,48,5,20
Navarra,2020-04-04,106,40,0,7
Galicia,2020-04-04,207,75,7,17
C. Valenciana,2020-04-04,277,91,12,46
País Vasco,2020-04-04,301,79,5,51
Canarias,2020-04-04,37,21,2,3
Andalucía,2020-04-04,372,84,9,51
Cantabria,2020-04-04,39,9,0,6
Castilla La Mancha,2020-04-04,405,190,11,97
España,2020-04-04,4599,1930,161,735
Murcia,2020-04-04,46,22,2,5
Baleares,2020-04-04,47,24,2,6
Castilla y León,2020-04-04,537,170,13,89
Asturias,2020-04-04,54,17,3,4
Melilla,2020-04-04,7,0,0,0
Extremadura,2020-04-04,78,16,2,11
Madrid,2020-04-04,879,604,52,145
La Rioja,2020-04-04,99,34,0,11
Cataluña,2020-04-04,996,406,36,166
Ceuta,2020-04-05,1,0,0,1
Andalucía,2020-04-05,121,69,12,40
C. Valenciana,2020-04-05,157,78,12,42
Navarra,2020-04-05,173,36,5,19
Galicia,2020-04-05,184,44,8,27
Murcia,2020-04-05,19,12,1,14
País Vasco,2020-04-05,197,51,2,46
Baleares,2020-04-05,21,14,2,2
Cantabria,2020-04-05,27,12,2,9
Castilla La Mancha,2020-04-05,284,186,16,67
España,2020-04-05,3101,1502,149,747
Extremadura,2020-04-05,34,27,2,14
Castilla y León,2020-04-05,345,104,9,78
Canarias,2020-04-05,47,18,3,2
Asturias,2020-04-05,55,16,1,6
Madrid,2020-04-05,597,469,38,194
Melilla,2020-04-05,6,0,0,0
Cataluña,2020-04-05,658,301,28,146
La Rioja,2020-04-05,86,21,0,11
Aragón,2020-04-05,89,44,8,29
Melilla,2020-04-06,0,0,0,0
Ceuta,2020-04-06,0,0,0,1
La Rioja,2020-04-06,102,25,3,14
Cataluña,2020-04-06,1151,444,28,168
C. Valenciana,2020-04-06,152,96,12,38
Aragón,2020-04-06,154,56,8,37
Madrid,2020-04-06,1588,692,49,192
Andalucía,2020-04-06,216,116,9,42
Asturias,2020-04-06,22,24,2,8
País Vasco,2020-04-06,243,101,7,51
Galicia,2020-04-06,253,72,6,16
Cantabria,2020-04-06,32,17,1,8
Murcia,2020-04-06,34,14,2,5
Canarias,2020-04-06,37,20,0,3
Castilla y León,2020-04-06,528,156,4,66
España,2020-04-06,5306,2229,148,761
Extremadura,2020-04-06,54,34,3,18
Baleares,2020-04-06,58,27,3,2
Castilla La Mancha,2020-04-06,585,274,9,76
Navarra,2020-04-06,97,61,2,16
Ceuta,2020-04-07,0,0,0,0
Melilla,2020-04-07,1,1,0,0
Cataluña,2020-04-07,1172,429,32,160
Madrid,2020-04-07,1355,714,33,169
Navarra,2020-04-07,192,53,0,20
Galicia,2020-04-07,228,52,3,28
C. Valenciana,2020-04-07,229,97,6,58
Andalucía,2020-04-07,277,108,12,39
Asturias,2020-04-07,29,29,1,6
Murcia,2020-04-07,31,8,1,4
Baleares,2020-04-07,34,27,3,10
Castilla y León,2020-04-07,407,176,11,70
País Vasco,2020-04-07,422,101,1,47
Castilla La Mancha,2020-04-07,485,220,6,62
España,2020-04-07,5236,2171,119,732
Extremadura,2020-04-07,62,36,3,10
Canarias,2020-04-07,66,16,1,0
Cantabria,2020-04-07,72,17,0,3
Aragón,2020-04-07,80,62,5,31
La Rioja,2020-04-07,94,25,1,15
Melilla,2020-04-08,0,2,0,0
Extremadura,2020-04-08,100,28,3,13
Cataluña,2020-04-08,1145,408,23,174
Navarra,2020-04-08,128,43,2,12
Madrid,2020-04-08,1399,627,47,178
Aragón,2020-04-08,177,42,2,25
Galicia,2020-04-08,216,43,5,12
Murcia,2020-04-08,28,11,0,6
Canarias,2020-04-08,28,28,0,4
C. Valenciana,2020-04-08,286,102,8,31
Andalucía,2020-04-08,292,101,13,55
Ceuta,2020-04-08,3,0,0,0
País Vasco,2020-04-08,320,96,8,39
Castilla La Mancha,2020-04-08,419,179,5,91
Baleares,2020-04-08,45,28,2,10
Asturias,2020-04-08,46,23,3,6
Cantabria,2020-04-08,53,20,3,5
España,2020-04-08,5328,1952,132,744
Castilla y León,2020-04-08,562,149,8,68
La Rioja,2020-04-08,81,22,0,15
Cataluña,2020-04-09,1228,397,16,169
Navarra,2020-04-09,124,21,0,17
Aragón,2020-04-09,149,42,4,23
Melilla,2020-04-09,2,0,0,0
Andalucía,2020-04-09,210,73,11,32
Galicia,2020-04-09,213,30,3,22
Castilla La Mancha,2020-04-09,227,125,4,64
Baleares,2020-04-09,24,10,0,5
Canarias,2020-04-09,25,17,3,1
C. Valenciana,2020-04-09,262,96,11,28
País Vasco,2020-04-09,283,62,2,49
Cantabria,2020-04-09,34,17,2,4
Murcia,2020-04-09,38,6,1,2
Ceuta,2020-04-09,4,0,0,0
España,2020-04-09,4507,1598,85,661
Asturias,2020-04-09,48,28,1,16
Castilla y León,2020-04-09,544,130,3,82
Extremadura,2020-04-09,74,27,0,16
Madrid,2020-04-09,925,493,22,124
La Rioja,2020-04-09,93,24,2,7
Murcia,2020-04-10,13,4,1,3
Navarra,2020-04-10,139,27,1,13
Galicia,2020-04-10,157,40,1,31
Baleares,2020-04-10,17,9,1,7
C. Valenciana,2020-04-10,189,85,3,32
Ceuta,2020-04-10,2,0,0,0
Andalucía,2020-04-10,210,76,4,46
País Vasco,2020-04-10,287,64,3,38
Melilla,2020-04-10,3,1,0,0
Canarias,2020-04-10,31,9,1,0
Castilla La Mancha,2020-04-10,365,143,7,55
Extremadura,2020-04-10,38,10,2,13
Asturias,2020-04-10,43,28,0,5
España,2020-04-10,4332,1434,88,672
Cantabria,2020-04-10,63,7,0,9
Castilla y León,2020-04-10,684,94,8,63
Aragón,2020-04-10,85,41,5,32
Cataluña,2020-04-10,952,326,24,157
Madrid,2020-04-10,956,447,27,159
La Rioja,2020-04-10,98,23,0,9
Ceuta,2020-04-11,0,0,0,0
Melilla,2020-04-11,0,0,0,0
Aragón,2020-04-11,100,45,2,33
Murcia,2020-04-11,11,11,3,3
Galicia,2020-04-11,119,44,2,13
C. Valenciana,2020-04-11,146,58,7,40
País Vasco,2020-04-11,153,51,2,42
Andalucía,2020-04-11,155,68,5,23
Baleares,2020-04-11,16,13,0,5
Castilla La Mancha,2020-04-11,206,116,4,57
Extremadura,2020-04-11,21,8,0,7
Cantabria,2020-04-11,24,11,0,4
España,2020-04-11,3005,1180,68,621
Castilla y León,2020-04-11,365,96,3,73
Canarias,2020-04-11,41,7,0,2
La Rioja,2020-04-11,61,10,0,4
Madrid,2020-04-11,633,368,29,140
Cataluña,2020-04-11,785,218,8,139
Asturias,2020-04-11,82,26,3,17
Navarra,2020-04-11,87,30,0,19
Murcia,2020-04-12,10,8,3,3
Andalucía,2020-04-12,109,40,9,33
C. Valenciana,2020-04-12,112,45,4,32
Baleares,2020-04-12,12,11,1,2
Castilla La Mancha,2020-04-12,126,85,8,41
Navarra,2020-04-12,130,26,0,11
País Vasco,2020-04-12,164,28,3,32
Extremadura,2020-04-12,18,10,1,11
Ceuta,2020-04-12,2,0,0,0
España,2020-04-12,2353,922,82,538
Cantabria,2020-04-12,26,12,0,8
La Rioja,2020-04-12,29,8,0,5
Melilla,2020-04-12,3,0,0,0
Madrid,2020-04-12,406,267,23,125
Castilla y León,2020-04-12,414,64,4,63
Canarias,2020-04-12,4,3,0,0
Asturias,2020-04-12,52,24,2,7
Cataluña,2020-04-12,556,221,13,131
Aragón,2020-04-12,90,29,4,20
Galicia,2020-04-12,90,41,7,14
Melilla,2020-04-13,0,0,0,0
Ceuta,2020-04-13,1,0,0,0
Cantabria,2020-04-13,13,11,0,6
Murcia,2020-04-13,13,7,0,2
Galicia,2020-04-13,137,38,5,12
Andalucía,2020-04-13,146,57,7,21
País Vasco,2020-04-13,175,42,0,45
Castilla La Mancha,2020-04-13,192,105,5,53
Canarias,2020-04-13,19,5,2,3
Extremadura,2020-04-13,21,14,1,10
Baleares,2020-04-13,25,13,1,5
Asturias,2020-04-13,30,21,4,8
España,2020-04-13,3070,1159,89,585
Castilla y León,2020-04-13,474,91,5,56
La Rioja,2020-04-13,52,14,0,12
Navarra,2020-04-13,53,19,0,22
Cataluña,2020-04-13,610,221,19,131
Aragón,2020-04-13,85,49,3,22
C. Valenciana,2020-04-13,87,54,3,35
Madrid,2020-04-13,937,398,34,142
Cataluña,2020-04-14,1016,259,16,144
Madrid,2020-04-14,1022,404,26,136
Canarias,2020-04-14,10,6,1,2
Melilla,2020-04-14,1,1,0,0
C. Valenciana,2020-04-14,148,59,4,32
Andalucía,2020-04-14,151,59,2,34
Galicia,2020-04-14,169,44,1,16
País Vasco,2020-04-14,196,52,2,32
Ceuta,2020-04-14,2,0,0,0
Baleares,2020-04-14,20,14,1,8
Murcia,2020-04-14,23,3,0,3
Cantabria,2020-04-14,26,4,0,6
Castilla La Mancha,2020-04-14,321,162,3,66
España,2020-04-14,3877,1302,68,606
Castilla y León,2020-04-14,450,120,6,60
La Rioja,2020-04-14,55,12,0,11
Asturias,2020-04-14,59,16,2,8
Extremadura,2020-04-14,67,17,0,8
Navarra,2020-04-14,70,32,0,11
Aragón,2020-04-14,71,38,4,29
Ceuta,2020-04-15,0,0,0,0
Melilla,2020-04-15,1,0,0,0
Galicia,2020-04-15,103,33,0,12
Cataluña,2020-04-15,1125,231,14,134
Andalucía,2020-04-15,128,37,8,27
Murcia,2020-04-15,13,5,1,0
Baleares,2020-04-15,14,7,0,8
C. Valenciana,2020-04-15,169,61,6,34
País Vasco,2020-04-15,202,34,0,29
Asturias,2020-04-15,22,11,1,4
Canarias,2020-04-15,22,2,0,6
Cantabria,2020-04-15,25,10,0,6
Extremadura,2020-04-15,26,18,0,11
Castilla La Mancha,2020-04-15,273,101,5,59
España,2020-04-15,3587,1018,71,552
Castilla y León,2020-04-15,402,95,5,56
La Rioja,2020-04-15,57,15,0,8
Aragón,2020-04-15,73,39,7,16
Madrid,2020-04-15,847,299,24,127
Navarra,2020-04-15,85,20,0,15
Ceuta,2020-04-16,1,0,0,0
Melilla,2020-04-16,1,0,0,0
Cataluña,2020-04-16,1104,204,7,119
Andalucía,2020-04-16,122,47,4,25
C. Valenciana,2020-04-16,143,41,3,27
Canarias,2020-04-16,17,6,1,3
Castilla La Mancha,2020-04-16,212,126,2,45
País Vasco,2020-04-16,213,40,0,27
Extremadura,2020-04-16,26,15,1,7
Baleares,2020-04-16,28,25,0,7
Castilla y León,2020-04-16,286,108,3,50
Cantabria,2020-04-16,31,3,0,3
España,2020-04-16,3320,1039,51,486
Navarra,2020-04-16,45,24,2,10
La Rioja,2020-04-16,52,14,2,8
Asturias,2020-04-16,53,13,1,10
Murcia,2020-04-16,5,6,1,2
Galicia,2020-04-16,77,35,6,11
Madrid,2020-04-16,821,308,17,113
Aragón,2020-04-16,83,24,1,19
Ceuta,2020-04-17,0,0,0,0
Melilla,2020-04-17,0,0,0,0
Cataluña,2020-04-17,1218,217,6,136
Andalucía,2020-04-17,126,43,4,26
País Vasco,2020-04-17,129,29,2,31
Baleares,2020-04-17,16,11,3,8
Canarias,2020-04-17,20,4,2,3
Castilla La Mancha,2020-04-17,221,90,6,52
Cantabria,2020-04-17,24,4,0,7
Asturias,2020-04-17,24,43,0,4
Castilla y León,2020-04-17,293,83,1,48
España,2020-04-17,3329,918,60,505
Navarra,2020-04-17,43,19,0,14
La Rioja,2020-04-17,47,16,1,8
Aragón,2020-04-17,58,38,7,19
Murcia,2020-04-17,7,1,1,4
Extremadura,2020-04-17,73,13,1,4
Madrid,2020-04-17,842,262,23,106
Galicia,2020-04-17,89,14,1,12
C. Valenciana,2020-04-17,99,31,2,23
Ceuta,2020-04-18,0,0,0,0
Melilla,2020-04-18,0,0,0,0
Castilla La Mancha,2020-04-18,119,58,3,42
Baleares,2020-04-18,12,10,1,3
Canarias,2020-04-18,14,1,1,1
País Vasco,2020-04-18,151,17,2,26
Castilla y León,2020-04-18,159,64,1,48
Asturias,2020-04-18,17,12,1,7
La Rioja,2020-04-18,19,8,1,5
España,2020-04-18,2072,611,37,431
Extremadura,2020-04-18,22,10,1,7
Cantabria,2020-04-18,46,2,0,4
Aragón,2020-04-18,47,18,2,17
Madrid,2020-04-18,524,192,9,95
Navarra,2020-04-18,64,12,1,14
Cataluña,2020-04-18,644,113,8,112
C. Valenciana,2020-04-18,65,33,2,11
Andalucía,2020-04-18,71,40,1,19
Galicia,2020-04-18,89,19,3,19
Murcia,2020-04-18,9,2,0,1
Ceuta,2020-04-19,0,0,0,0
Murcia,2020-04-19,0,2,1,2
Melilla,2020-04-19,1,0,0,0
Asturias,2020-04-19,10,5,1,2
Canarias,2020-04-19,10,7,1,1
Castilla La Mancha,2020-04-19,118,65,2,45
España,2020-04-19,1352,553,35,398
La Rioja,2020-04-19,14,4,0,8
Extremadura,2020-04-19,15,13,0,6
Castilla y León,2020-04-19,162,74,0,37
Madrid,2020-04-19,231,164,17,98
Baleares,2020-04-19,25,6,0,3
C. Valenciana,2020-04-19,33,20,1,15
Cantabria,2020-04-19,33,4,0,4
Cataluña,2020-04-19,407,105,4,108
Aragón,2020-04-19,51,29,2,10
Andalucía,2020-04-19,52,22,3,19
País Vasco,2020-04-19,62,10,2,23
Navarra,2020-04-19,63,8,0,11
Galicia,2020-04-19,65,15,1,6
Ceuta,2020-04-20,0,0,0,0
Melilla,2020-04-20,0,0,0,0
Baleares,2020-04-20,12,9,0,1
Cantabria,2020-04-20,14,3,0,5
Canarias,2020-04-20,15,4,1,1
Castilla La Mancha,2020-04-20,186,95,5,44
España,2020-04-20,2391,709,43,385
La Rioja,2020-04-20,26,7,0,3
Castilla y León,2020-04-20,283,66,0,43
Extremadura,2020-04-20,29,15,0,7
Navarra,2020-04-20,42,25,1,5
Aragón,2020-04-20,60,31,2,13
C. Valenciana,2020-04-20,63,18,2,16
Madrid,2020-04-20,675,209,18,100
País Vasco,2020-04-20,69,17,0,15
Galicia,2020-04-20,69,27,1,10
Andalucía,2020-04-20,72,34,4,28
Cataluña,2020-04-20,761,140,7,90
Asturias,2020-04-20,7,7,2,4
Murcia,2020-04-20,8,2,0,0
Melilla,2020-04-21,0,0,0,0
Asturias,2020-04-21,10,6,0,8
Ceuta,2020-04-21,1,1,0,0
Andalucía,2020-04-21,114,34,4,23
País Vasco,2020-04-21,138,26,1,28
Canarias,2020-04-21,14,6,0,3
Baleares,2020-04-21,15,11,2,3
Castilla La Mancha,2020-04-21,159,82,3,34
Cantabria,2020-04-21,17,6,0,4
España,2020-04-21,2569,718,40,423
Extremadura,2020-04-21,26,13,1,7
Castilla y León,2020-04-21,322,91,1,41
La Rioja,2020-04-21,41,6,1,5
Navarra,2020-04-21,45,13,2,10
Madrid,2020-04-21,640,181,15,98
Cataluña,2020-04-21,776,156,5,100
Aragón,2020-04-21,80,28,2,25
Murcia,2020-04-21,8,1,1,2
C. Valenciana,2020-04-21,81,31,1,18
Galicia,2020-04-21,82,26,1,14
Ceuta,2020-04-22,0,0,0,0
Melilla,2020-04-22,1,0,0,0
Asturias,2020-04-22,11,8,1,11
País Vasco,2020-04-22,122,14,1,14
Castilla La Mancha,2020-04-22,167,72,1,32
Cantabria,2020-04-22,18,1,0,4
Canarias,2020-04-22,23,2,0,4
España,2020-04-22,2555,533,36,344
Castilla y León,2020-04-22,301,76,3,32
