localidad,fecha,casos,hospitalizados,uci,fallecidos
Cantabria,2020-03-27,99,11,3,3
Baleares,2020-03-27,99,69,9,5
Asturias,2020-03-28,106,37,5,3
Madrid,2020-03-28,1247,911,72,275
La Rioja,2020-03-28,126,37,2,6
Navarra,2020-03-28,135,85,7,22
Cataluña,2020-03-28,1433,619,42,184
Aragón,2020-03-28,192,103,15,15
Melilla,2020-03-28,3,5,0,0
Galicia,2020-03-28,455,109,16,19
Castilla La Mancha,2020-03-28,469,293,22,105
Castilla y León,2020-03-28,530,280,32,63
País Vasco,2020-03-28,576,210,15,36
C. Valenciana,2020-03-28,602,219,41,46
Ceuta,2020-03-28,6,1,0,0
Andalucía,2020-03-28,647,241,41,28
Murcia,2020-03-28,68,35,2,6
España,2020-03-28,6940,3351,328,839
Baleares,2020-03-28,78,45,3,6
Cantabria,2020-03-28,84,10,4,3
Canarias,2020-03-28,87,73,7,5
Extremadura,2020-03-28,96,38,2,17
Cataluña,2020-03-29,1108,506,48,187
Aragón,2020-03-29,141,65,7,19
Navarra,2020-03-29,158,44,3,13
País Vasco,2020-03-29,247,122,13,39
Galicia,2020-03-29,309,125,15,11
C. Valenciana,2020-03-29,329,183,26,36
Castilla y León,2020-03-29,364,224,19,88
Andalucía,2020-03-29,405,193,30,40
Castilla La Mancha,2020-03-29,495,279,17,69
España,2020-03-29,4982,2621,273,805
Melilla,2020-03-29,5,0,1,0
Murcia,2020-03-29,50,28,3,9
Baleares,2020-03-29,60,37,5,6
Ceuta,2020-03-29,6,2,0,0
Asturias,2020-03-29,64,33,4,12
Cantabria,2020-03-29,86,13,2,3
La Rioja,2020-03-29,88,28,1,7
Madrid,2020-03-29,887,673,64,245
Canarias,2020-03-29,90,27,10,5
Extremadura,2020-03-29,90,39,5,16
Ceuta,2020-03-30,13,3,1,0
La Rioja,2020-03-30,136,22,2,10
Cataluña,2020-03-30,1642,715,56,212
Navarra,2020-03-30,167,76,4,15
Aragón,2020-03-30,188,105,7,31
Madrid,2020-03-30,2279,1236,76,237
País Vasco,2020-03-30,328,202,10,41
Galicia,2020-03-30,399,106,15,27
Melilla,2020-03-30,4,0,0,0
C. Valenciana,2020-03-30,415,258,34,54
Castilla y León,2020-03-30,481,271,20,81
Andalucía,2020-03-30,483,255,41,53
Extremadura,2020-03-30,51,56,9,23
Murcia,2020-03-30,56,37,3,3
Cantabria,2020-03-30,58,5,2,15
Baleares,2020-03-30,73,54,8,7
España,2020-03-30,7873,3882,334,910
Asturias,2020-03-30,89,31,7,7
Canarias,2020-03-30,90,36,12,4
Castilla La Mancha,2020-03-30,921,414,27,90
Extremadura,2020-03-31,111,48,4,17
Ceuta,2020-03-31,13,0,0,0
Cataluña,2020-03-31,1632,658,55,196
La Rioja,2020-03-31,186,41,4,13
Madrid,2020-03-31,1902,956,73,249
Navarra,2020-03-31,191,67,5,15
Melilla,2020-03-31,2,4,0,0
Aragón,2020-03-31,280,84,13,27
Galicia,2020-03-31,321,108,13,20
C. Valenciana,2020-03-31,441,174,26,58
Andalucía,2020-03-31,514,217,23,47
Murcia,2020-03-31,53,16,3,6
Baleares,2020-03-31,55,35,6,8
Cantabria,2020-03-31,57,6,0,11
País Vasco,2020-03-31,584,217,17,42
Castilla La Mancha,2020-03-31,637,323,18,92
Castilla y León,2020-03-31,653,254,18,76
Asturias,2020-03-31,72,43,8,9
Canarias,2020-03-31,77,27,6,7
España,2020-03-31,7781,3278,292,893
Melilla,2020-04-01,0,0,0,0
Cataluña,2020-04-01,1423,557,47,199
La Rioja,2020-04-01,143,33,4,6
Madrid,2020-04-01,1592,1007,87,264
Navarra,2020-04-01,166,77,6,11
Aragón,2020-04-01,201,91,11,29
Ceuta,2020-04-01,2,1,1,0
Galicia,2020-04-01,279,86,9,22
Murcia,2020-04-01,36,21,4,4
C. Valenciana,2020-04-01,385,169,17,47
Cantabria,2020-04-01,39,6,1,4
Andalucía,2020-04-01,470,211,20,43
País Vasco,2020-04-01,484,202,11,43
Extremadura,2020-04-01,54,36,5,19
Castilla y León,2020-04-01,583,245,13,94
Canarias,2020-04-01,61,23,7,7
Asturias,2020-04-01,68,16,4,1
España,2020-04-01,6931,3162,267,891
Castilla La Mancha,2020-04-01,847,329,13,91
Baleares,2020-04-01,98,52,7,7
Cataluña,2020-04-02,1346,504,38,176
La Rioja,2020-04-02,139,34,2,15
Melilla,2020-04-02,14,2,0,1
Navarra,2020-04-02,149,52,4,13
Aragón,2020-04-02,182,90,8,22
Madrid,2020-04-02,1929,936,62,255
C. Valenciana,2020-04-02,331,138,14,48
Galicia,2020-04-02,337,85,8,25
Ceuta,2020-04-02,4,0,0,0
Andalucía,2020-04-02,466,203,25,54
País Vasco,2020-04-02,492,133,10,33
Castilla y León,2020-04-02,494,222,12,69
Castilla La Mancha,2020-04-02,518,253,10,81
Extremadura,2020-04-02,53,32,4,20
Murcia,2020-04-02,64,12,2,7
Canarias,2020-04-02,64,14,2,7
España,2020-04-02,6813,2810,211,847
Asturias,2020-04-02,69,32,1,4
Cantabria,2020-04-02,73,12,2,8
Baleares,2020-04-02,89,56,7,9
Ceuta,2020-04-03,11,0,0,1
Navarra,2020-04-03,117,72,5,18
Cataluña,2020-04-03,1424,544,40,177
Aragón,2020-04-03,172,75,10,29
Madrid,2020-04-03,1857,880,60,183
La Rioja,2020-04-03,218,42,0,16
Galicia,2020-04-03,308,93,9,27
C. Valenciana,2020-04-03,311,107,13,55
Melilla,2020-04-03,3,2,0,0
Andalucía,2020-04-03,372,132,18,44
Canarias,2020-04-03,39,23,2,5
País Vasco,2020-04-03,426,157,7,50
Murcia,2020-04-03,44,34,4,7
Castilla y León,2020-04-03,485,189,11,67
Baleares,2020-04-03,63,33,4,5
Castilla La Mancha,2020-04-03,643,267,10,75
España,2020-04-03,6718,2718,196,781
Cantabria,2020-04-03,68,16,0,2
Asturias,2020-04-03,72,29,2,3
Extremadura,2020-04-03,85,23,1,17
Ceuta,2020-04-04,10,0,0,0
Aragón,2020-04-04,102,48,5,20
Navarra,2020-04-04,106,40,0,7
Galicia,2020-04-04,207,75,7,17
C. Valenciana,2020-04-04,277,91,12,46
País Vasco,2020-04-04,300,79,5,51
Canarias,2020-04-04,37,21,2,3
Andalucía,2020-04-04,372,84,9,51
Cantabria,2020-04-04,39,9,0,6
Castilla La Mancha,2020-04-04,405,190,11,97
España,2020-04-04,4598,1930,161,735
Murcia,2020-04-04,46,22,2,5
Baleares,2020-04-04,47,24,2,6
Castilla y León,2020-04-04,537,170,13,89
Asturias,2020-04-04,54,17,3,4
Melilla,2020-04-04,7,0,0,0
Extremadura,2020-04-04,78,16,2,11
Madrid,2020-04-04,879,604,52,145
La Rioja,2020-04-04,99,34,0,11
Cataluña,2020-04-04,996,406,36,166
Ceuta,2020-04-05,1,0,0,1
Andalucía,2020-04-05,121,69,12,40
C. Valenciana,2020-04-05,157,78,12,42
Navarra,2020-04-05,173,36,5,19
Galicia,2020-04-05,184,44,8,27
Murcia,2020-04-05,19,12,1,14
País Vasco,2020-04-05,197,51,2,46
Baleares,2020-04-05,21,14,2,2
Cantabria,2020-04-05,27,12,2,9
Castilla La Mancha,2020-04-05,284,186,16,67
España,2020-04-05,3101,1503,149,747
Extremadura,2020-04-05,34,27,2,14
Castilla y León,2020-04-05,345,104,9,78
Canarias,2020-04-05,47,18,3,2
Asturias,2020-04-05,55,16,1,6
Madrid,2020-04-05,597,469,38,194
Melilla,2020-04-05,6,0,0,0
Cataluña,2020-04-05,658,302,28,146
La Rioja,2020-04-05,86,21,0,11
Aragón,2020-04-05,89,44,8,29
Melilla,2020-04-06,0,0,0,0
Ceuta,2020-04-06,0,0,0,1
La Rioja,2020-04-06,102,25,3,14
Cataluña,2020-04-06,1151,444,29,168
C. Valenciana,2020-04-06,152,96,12,38
Aragón,2020-04-06,154,56,8,37
Madrid,2020-04-06,1588,692,49,192
Andalucía,2020-04-06,216,116,9,42
Asturias,2020-04-06,22,24,2,8
País Vasco,2020-04-06,244,102,7,51
Galicia,2020-04-06,253,72,6,16
Cantabria,2020-04-06,32,17,1,8
Murcia,2020-04-06,34,14,2,5
Canarias,2020-04-06,37,20,0,3
Castilla y León,2020-04-06,528,156,4,66
España,2020-04-06,5307,2230,149,761
Extremadura,2020-04-06,54,34,3,18
Baleares,2020-04-06,58,27,3,2
Castilla La Mancha,2020-04-06,585,274,9,76
Navarra,2020-04-06,97,61,2,16
Ceuta,2020-04-07,0,0,0,0
Melilla,2020-04-07,1,1,0,0
Cataluña,2020-04-07,1172,431,32,160
Madrid,2020-04-07,1355,714,33,169
Navarra,2020-04-07,192,53,0,20
Galicia,2020-04-07,228,52,3,28
C. Valenciana,2020-04-07,229,97,6,58
Andalucía,2020-04-07,277,108,12,39
Asturias,2020-04-07,29,29,1,6
Murcia,2020-04-07,31,8,1,4
Baleares,2020-04-07,34,27,3,10
Castilla y León,2020-04-07,407,176,11,70
País Vasco,2020-04-07,422,101,1,47
Castilla La Mancha,2020-04-07,485,220,6,62
España,2020-04-07,5236,2173,119,732
Extremadura,2020-04-07,62,36,3,10
Canarias,2020-04-07,66,16,1,0
Cantabria,2020-04-07,72,17,0,3
Aragón,2020-04-07,80,62,5,31
La Rioja,2020-04-07,94,25,1,15
Melilla,2020-04-08,0,2,0,0
Extremadura,2020-04-08,100,28,3,13
Cataluña,2020-04-08,1146,410,23,174
Navarra,2020-04-08,128,43,2,12
Madrid,2020-04-08,1399,627,47,178
Aragón,2020-04-08,177,42,2,25
Galicia,2020-04-08,216,43,5,12
Murcia,2020-04-08,28,11,0,6
Canarias,2020-04-08,28,28,0,4
C. Valenciana,2020-04-08,286,102,8,31
Andalucía,2020-04-08,292,101,13,55
Ceuta,2020-04-08,3,0,0,0
País Vasco,2020-04-08,319,96,8,39
Castilla La Mancha,2020-04-08,419,179,5,91
Baleares,2020-04-08,45,28,2,10
Asturias,2020-04-08,46,23,3,6
Cantabria,2020-04-08,53,20,3,5
España,2020-04-08,5328,1954,132,744
Castilla y León,2020-04-08,562,149,8,68
La Rioja,2020-04-08,81,22,0,15
Cataluña,2020-04-09,1228,398,16,169
Navarra,2020-04-09,124,21,0,17
Aragón,2020-04-09,149,42,4,23
Melilla,2020-04-09,2,0,0,0
Andalucía,2020-04-09,210,73,11,32
Galicia,2020-04-09,213,30,3,22
Castilla La Mancha,2020-04-09,227,125,4,64
Baleares,2020-04-09,24,10,0,5
Canarias,2020-04-09,25,17,3,1
C. Valenciana,2020-04-09,262,96,11,28
País Vasco,2020-04-09,284,62,2,49
Cantabria,2020-04-09,34,17,2,4
Murcia,2020-04-09,38,6,1,2
Ceuta,2020-04-09,4,0,0,0
España,2020-04-09,4508,1599,85,661
Asturias,2020-04-09,48,28,1,16
Castilla y León,2020-04-09,544,130,3,82
Extremadura,2020-04-09,74,27,0,16
Madrid,2020-04-09,925,493,22,124
La Rioja,2020-04-09,93,24,2,7
Murcia,2020-04-10,13,4,1,3
Navarra,2020-04-10,139,27,1,13
Galicia,2020-04-10,157,40,1,31
Baleares,2020-04-10,17,9,1,7
C. Valenciana,2020-04-10,189,85,3,32
Ceuta,2020-04-10,2,0,0,0
Andalucía,2020-04-10,210,76,4,46
País Vasco,2020-04-10,286,64,3,38
Melilla,2020-04-10,3,1,0,0
Canarias,2020-04-10,31,9,1,0
Castilla La Mancha,2020-04-10,365,143,7,55
Extremadura,2020-04-10,38,10,2,13
Asturias,2020-04-10,43,28,0,5
España,2020-04-10,4331,1435,88,672
Cantabria,2020-04-10,63,7,0,9
Castilla y León,2020-04-10,684,94,8,63
Aragón,2020-04-10,85,41,5,32
Cataluña,2020-04-10,952,326,24,157
Madrid,2020-04-10,956,448,27,159
La Rioja,2020-04-10,98,23,0,9
Ceuta,2020-04-11,0,0,0,0
Melilla,2020-04-11,0,0,0,0
Aragón,2020-04-11,100,45,2,33
Murcia,2020-04-11,11,11,3,3
Galicia,2020-04-11,119,44,2,13
C. Valenciana,2020-04-11,146,58,7,40
País Vasco,2020-04-11,153,51,2,42
Andalucía,2020-04-11,155,68,5,23
Baleares,2020-04-11,16,13,0,5
Castilla La Mancha,2020-04-11,206,116,4,57
Extremadura,2020-04-11,21,8,0,7
Cantabria,2020-04-11,24,11,0,4
España,2020-04-11,3006,1182,68,621
Castilla y León,2020-04-11,365,96,3,73
Canarias,2020-04-11,41,7,0,2
La Rioja,2020-04-11,61,10,0,4
Madrid,2020-04-11,633,369,29,140
Cataluña,2020-04-11,786,219,8,139
Asturias,2020-04-11,82,26,3,17
Navarra,2020-04-11,87,30,0,19
Murcia,2020-04-12,10,8,3,3
Andalucía,2020-04-12,109,40,9,33
C. Valenciana,2020-04-12,112,45,4,32
Baleares,2020-04-12,12,11,1,2
Castilla La Mancha,2020-04-12,126,85,8,41
Navarra,2020-04-12,130,26,0,11
País Vasco,2020-04-12,164,28,3,32
Extremadura,2020-04-12,18,10,1,11
Ceuta,2020-04-12,2,0,0,0
España,2020-04-12,2353,924,82,538
Cantabria,2020-04-12,26,12,0,8
La Rioja,2020-04-12,29,8,0,5
Melilla,2020-04-12,3,0,0,0
Madrid,2020-04-12,406,267,23,125
Castilla y León,2020-04-12,414,64,4,63
Canarias,2020-04-12,4,3,0,0
Asturias,2020-04-12,52,24,2,7
Cataluña,2020-04-12,556,223,13,131
Aragón,2020-04-12,90,29,4,20
Galicia,2020-04-12,90,41,7,14
Melilla,2020-04-13,0,0,0,0
Ceuta,2020-04-13,1,0,0,0
Cantabria,2020-04-13,13,11,0,6
Murcia,2020-04-13,13,7,0,2
Galicia,2020-04-13,137,38,5,12
Andalucía,2020-04-13,146,57,7,21
País Vasco,2020-04-13,174,42,0,45
Castilla La Mancha,2020-04-13,192,105,5,53
Canarias,2020-04-13,19,5,2,3
Extremadura,2020-04-13,21,14,1,10
Baleares,2020-04-13,25,13,1,5
Asturias,2020-04-13,30,21,4,8
España,2020-04-13,3069,1159,89,585
Castilla y León,2020-04-13,474,91,5,56
La Rioja,2020-04-13,52,14,0,12
Navarra,2020-04-13,53,19,0,22
Cataluña,2020-04-13,610,221,19,131
Aragón,2020-04-13,85,49,3,22
C. Valenciana,2020-04-13,87,54,3,35
Madrid,2020-04-13,937,398,34,142
Cataluña,2020-04-14,1016,259,16,144
Madrid,2020-04-14,1022,404,26,136
Canarias,2020-04-14,10,6,1,2
Melilla,2020-04-14,1,1,0,0
C. Valenciana,2020-04-14,148,59,4,32
Andalucía,2020-04-14,151,59,2,34
Galicia,2020-04-14,169,44,1,16
País Vasco,2020-04-14,195,52,2,32
Ceuta,2020-04-14,2,0,0,0
Baleares,2020-04-14,20,14,1,8
Murcia,2020-04-14,23,3,0,3
Cantabria,2020-04-14,26,4,0,6
Castilla La Mancha,2020-04-14,321,162,3,66
España,2020-04-14,3876,1302,68,606
Castilla y León,2020-04-14,450,120,6,60
La Rioja,2020-04-14,55,12,0,11
Asturias,2020-04-14,59,16,2,8
Extremadura,2020-04-14,67,17,0,8
Navarra,2020-04-14,70,32,0,11
Aragón,2020-04-14,71,38,4,29
Ceuta,2020-04-15,0,0,0,0
Melilla,2020-04-15,1,0,0,0
Galicia,2020-04-15,103,33,0,12
Cataluña,2020-04-15,1125,231,14,134
Andalucía,2020-04-15,128,38,8,27
Murcia,2020-04-15,13,5,1,0
Baleares,2020-04-15,14,7,0,8
C. Valenciana,2020-04-15,169,61,6,34
País Vasco,2020-04-15,203,33,0,29
Asturias,2020-04-15,22,11,1,4
Canarias,2020-04-15,22,2,0,6
Cantabria,2020-04-15,25,10,0,6
Extremadura,2020-04-15,26,18,0,11
Castilla La Mancha,2020-04-15,273,101,5,59
España,2020-04-15,3588,1019,71,552
Castilla y León,2020-04-15,402,95,5,56
La Rioja,2020-04-15,57,15,0,8
Aragón,2020-04-15,73,39,7,16
Madrid,2020-04-15,847,300,24,127
Navarra,2020-04-15,85,20,0,15
Ceuta,2020-04-16,1,0,0,0
Melilla,2020-04-16,1,0,0,0
Cataluña,2020-04-16,1104,204,7,119
Andalucía,2020-04-16,122,47,4,25
C. Valenciana,2020-04-16,143,41,3,27
Canarias,2020-04-16,17,6,1,3
Castilla La Mancha,2020-04-16,212,126,2,45
País Vasco,2020-04-16,212,40,0,27
Extremadura,2020-04-16,26,15,1,7
Baleares,2020-04-16,28,25,0,7
Castilla y León,2020-04-16,286,108,3,50
Cantabria,2020-04-16,31,3,0,3
España,2020-04-16,3319,1039,51,486
Navarra,2020-04-16,45,24,2,10
La Rioja,2020-04-16,52,14,2,8
Asturias,2020-04-16,53,13,1,10
Murcia,2020-04-16,5,6,1,2
Galicia,2020-04-16,77,35,6,11
Madrid,2020-04-16,821,308,17,113
Aragón,2020-04-16,83,24,1,19
Ceuta,2020-04-17,0,0,0,0
Melilla,2020-04-17,0,0,0,0
Cataluña,2020-04-17,1219,217,6,136
Andalucía,2020-04-17,126,43,4,26
País Vasco,2020-04-17,130,29,2,31
Baleares,2020-04-17,16,11,3,8
Canarias,2020-04-17,20,4,2,3
Castilla La Mancha,2020-04-17,221,90,6,52
Cantabria,2020-04-17,24,4,0,7
Asturias,2020-04-17,24,43,0,4
Castilla y León,2020-04-17,293,83,1,48
España,2020-04-17,3331,918,60,505
Navarra,2020-04-17,43,19,0,14
La Rioja,2020-04-17,47,16,1,8
Aragón,2020-04-17,58,38,7,19
Murcia,2020-04-17,7,1,1,4
Extremadura,2020-04-17,73,13,1,4
Madrid,2020-04-17,842,262,23,106
Galicia,2020-04-17,89,14,1,12
C. Valenciana,2020-04-17,99,31,2,23
Ceuta,2020-04-18,0,0,0,0
Melilla,2020-04-18,0,0,0,0
Castilla La Mancha,2020-04-18,119,58,3,42
Baleares,2020-04-18,12,10,1,3
Canarias,2020-04-18,14,1,1,1
País Vasco,2020-04-18,151,17,2,26
Castilla y León,2020-04-18,159,64,1,48
Asturias,2020-04-18,17,12,1,7
La Rioja,2020-04-18,19,8,1,5
España,2020-04-18,2072,614,37,431
Extremadura,2020-04-18,22,10,1,7
Cantabria,2020-04-18,46,2,0,4
Aragón,2020-04-18,47,18,2,17
Madrid,2020-04-18,524,193,9,95
Navarra,2020-04-18,64,12,1,14
Cataluña,2020-04-18,644,115,8,112
C. Valenciana,2020-04-18,65,33,2,11
Andalucía,2020-04-18,71,40,1,19
Galicia,2020-04-18,89,19,3,19
Murcia,2020-04-18,9,2,0,1
Ceuta,2020-04-19,0,0,0,0
Murcia,2020-04-19,0,2,1,2
Melilla,2020-04-19,1,0,0,0
Asturias,2020-04-19,10,5,1,2
Canarias,2020-04-19,10,7,1,1
Castilla La Mancha,2020-04-19,118,65,2,45
España,2020-04-19,1352,554,35,398
La Rioja,2020-04-19,14,4,0,8
Extremadura,2020-04-19,15,13,0,6
Castilla y León,2020-04-19,162,74,0,37
Madrid,2020-04-19,231,164,17,98
Baleares,2020-04-19,25,6,0,3
C. Valenciana,2020-04-19,33,20,1,15
Cantabria,2020-04-19,33,4,0,4
Cataluña,2020-04-19,407,106,4,108
Aragón,2020-04-19,51,29,2,10
Andalucía,2020-04-19,52,22,3,19
País Vasco,2020-04-19,62,10,2,23
Navarra,2020-04-19,63,8,0,11
Galicia,2020-04-19,65,15,1,6
Ceuta,2020-04-20,0,0,0,0
Melilla,2020-04-20,0,0,0,0
Baleares,2020-04-20,12,9,0,1
Cantabria,2020-04-20,14,3,0,5
Canarias,2020-04-20,15,4,1,1
Castilla La Mancha,2020-04-20,186,95,5,44
España,2020-04-20,2392,709,43,385
La Rioja,2020-04-20,26,7,0,3
Castilla y León,2020-04-20,283,66,0,43
Extremadura,2020-04-20,29,15,0,7
Navarra,2020-04-20,42,25,1,5
Aragón,2020-04-20,60,31,2,13
C. Valenciana,2020-04-20,63,18,2,16
Madrid,2020-04-20,675,209,18,100
Galicia,2020-04-20,69,27,1,10
País Vasco,2020-04-20,70,17,0,15
Andalucía,2020-04-20,72,34,4,28
Cataluña,2020-04-20,761,140,7,90
Asturias,2020-04-20,7,7,2,4
Murcia,2020-04-20,8,2,0,0
Melilla,2020-04-21,0,0,0,0
Asturias,2020-04-21,10,6,0,8
Ceuta,2020-04-21,1,1,0,0
Andalucía,2020-04-21,114,34,4,23
País Vasco,2020-04-21,140,26,1,28
Canarias,2020-04-21,14,6,0,3
Baleares,2020-04-21,15,11,2,3
Castilla La Mancha,2020-04-21,159,82,3,34
Cantabria,2020-04-21,17,6,0,4
España,2020-04-21,2572,719,40,423
Extremadura,2020-04-21,26,13,1,7
Castilla y León,2020-04-21,322,91,1,41
La Rioja,2020-04-21,41,6,1,5
Navarra,2020-04-21,45,13,2,10
Madrid,2020-04-21,640,181,15,98
Cataluña,2020-04-21,777,156,5,100
Aragón,2020-04-21,80,28,2,25
Murcia,2020-04-21,8,1,1,2
C. Valenciana,2020-04-21,81,31,1,18
Galicia,2020-04-21,82,27,1,14
Ceuta,2020-04-22,0,0,0,0
Melilla,2020-04-22,1,0,0,0
Asturias,2020-04-22,11,8,1,11
País Vasco,2020-04-22,120,14,1,14
Castilla La Mancha,2020-04-22,167,72,1,32
Cantabria,2020-04-22,18,1,0,4
Canarias,2020-04-22,23,2,0,4
España,2020-04-22,2553,533,36,344
Castilla y León,2020-04-22,301,76,3,32
Murcia,2020-04-22,4,0,0,1
Baleares,2020-04-22,4,3,0,2
Navarra,2020-04-22,44,6,1,8
La Rioja,2020-04-22,47,6,0,5
Extremadura,2020-04-22,48,8,1,6
Aragón,2020-04-22,50,29,1,12
Galicia,2020-04-22,57,19,1,8
Andalucía,2020-04-22,68,17,3,15
Madrid,2020-04-22,745,141,17,84
Cataluña,2020-04-22,764,111,5,89
C. Valenciana,2020-04-22,81,20,1,17
Ceuta,2020-04-23,0,0,0,0
C. Valenciana,2020-04-23,101,23,1,11
Baleares,2020-04-23,10,8,0,2
Murcia,2020-04-23,11,3,0,1
Canarias,2020-04-23,11,3,0,3
Castilla La Mancha,2020-04-23,145,52,2,26
País Vasco,2020-04-23,156,18,1,16
Castilla y León,2020-04-23,192,40,0,49
Melilla,2020-04-23,2,0,0,0
España,2020-04-23,2116,503,42,329
Cantabria,2020-04-23,26,2,0,3
La Rioja,2020-04-23,31,2,0,2
Asturias,2020-04-23,4,2,2,6
Aragón,2020-04-23,49,15,2,12
Madrid,2020-04-23,497,167,21,81
Navarra,2020-04-23,53,17,0,8
Cataluña,2020-04-23,589,100,8,78
Andalucía,2020-04-23,68,16,0,23
Extremadura,2020-04-23,74,17,0,2
Galicia,2020-04-23,97,18,5,6
Ceuta,2020-04-24,0,0,0,0
Melilla,2020-04-24,1,0,0,0
Cantabria,2020-04-24,13,6,0,3
Canarias,2020-04-24,14,2,0,4
País Vasco,2020-04-24,146,18,2,13
Castilla La Mancha,2020-04-24,152,80,4,30
La Rioja,2020-04-24,19,5,0,5
España,2020-04-24,2103,545,32,325
Castilla y León,2020-04-24,239,60,2,38
Navarra,2020-04-24,42,9,1,6
Extremadura,2020-04-24,44,13,0,11
Asturias,2020-04-24,4,6,0,7
Baleares,2020-04-24,5,4,0,1
Galicia,2020-04-24,54,10,0,13
Cataluña,2020-04-24,556,119,3,76
Aragón,2020-04-24,59,19,2,14
Madrid,2020-04-24,598,142,14,81
Andalucía,2020-04-24,73,29,2,11
C. Valenciana,2020-04-24,76,20,0,11
Murcia,2020-04-24,8,3,2,1
Ceuta,2020-04-25,0,0,0,0
Canarias,2020-04-25,12,2,0,0
España,2020-04-25,1225,341,24,294
Asturias,2020-04-25,12,6,0,8
Cantabria,2020-04-25,15,3,0,3
Extremadura,2020-04-25,17,3,0,6
La Rioja,2020-04-25,18,1,0,3
Melilla,2020-04-25,2,0,0,0
Castilla y León,2020-04-25,208,48,1,35
Murcia,2020-04-25,2,1,0,1
Madrid,2020-04-25,255,85,4,65
Aragón,2020-04-25,26,19,0,10
Cataluña,2020-04-25,269,60,5,79
Galicia,2020-04-25,46,14,1,8
Andalucía,2020-04-25,53,25,3,12
C. Valenciana,2020-04-25,55,15,3,11
Baleares,2020-04-25,6,1,0,4
Navarra,2020-04-25,70,4,2,6
País Vasco,2020-04-25,71,12,2,15
Castilla La Mancha,2020-04-25,88,42,3,28
Ceuta,2020-04-26,0,0,0,0
Murcia,2020-04-26,1,0,0,2
Castilla y León,2020-04-26,121,37,3,29
Aragón,2020-04-26,14,5,0,9
Andalucía,2020-04-26,15,15,0,13
Madrid,2020-04-26,151,50,8,58
Cataluña,2020-04-26,218,46,5,78
Asturias,2020-04-26,2,3,0,5
C. Valenciana,2020-04-26,24,11,2,13
Cantabria,2020-04-26,24,3,0,4
Navarra,2020-04-26,25,2,0,3
Galicia,2020-04-26,31,17,1,6
Melilla,2020-04-26,4,0,0,0
La Rioja,2020-04-26,5,1,0,5
País Vasco,2020-04-26,51,12,0,9
Baleares,2020-04-26,6,2,0,3
Castilla La Mancha,2020-04-26,62,39,3,27
Extremadura,2020-04-26,6,7,0,7
Canarias,2020-04-26,7,2,0,1
España,2020-04-26,767,252,22,272
Ceuta,2020-04-27,0,0,0,0
Melilla,2020-04-27,0,1,0,0
Cantabria,2020-04-27,10,2,0,1
Canarias,2020-04-27,12,4,1,1
Castilla La Mancha,2020-04-27,136,73,0,24
España,2020-04-27,1590,474,30,258
Extremadura,2020-04-27,15,9,0,6
Castilla y León,2020-04-27,203,52,3,32
Cataluña,2020-04-27,228,86,5,67
Navarra,2020-04-27,31,4,0,6
C. Valenciana,2020-04-27,48,26,0,14
Galicia,2020-04-27,53,13,0,9
Andalucía,2020-04-27,55,22,4,11
Aragón,2020-04-27,55,27,2,11
Baleares,2020-04-27,6,1,0,2
Madrid,2020-04-27,647,123,13,53
Asturias,2020-04-27,6,8,0,4
País Vasco,2020-04-27,70,16,1,13
Murcia,2020-04-27,7,2,0,0
La Rioja,2020-04-27,8,5,1,4
Ceuta,2020-04-28,1,0,0,0
Melilla,2020-04-28,1,0,0,0
Castilla La Mancha,2020-04-28,137,72,1,23
Asturias,2020-04-28,15,10,0,7
España,2020-04-28,1675,387,34,258
Castilla y León,2020-04-28,178,42,3,28
La Rioja,2020-04-28,17,9,0,1
Cantabria,2020-04-28,26,1,0,2
Navarra,2020-04-28,32,9,0,6
Extremadura,2020-04-28,35,15,0,4
Cataluña,2020-04-28,365,48,5,76
Andalucía,2020-04-28,38,19,5,10
Galicia,2020-04-28,46,11,3,2
Baleares,2020-04-28,5,1,0,6
Madrid,2020-04-28,569,91,13,46
Aragón,2020-04-28,63,17,1,7
C. Valenciana,2020-04-28,65,20,2,21
País Vasco,2020-04-28,68,21,0,18
Murcia,2020-04-28,7,0,0,0
Canarias,2020-04-28,7,1,1,1
Ceuta,2020-04-29,0,0,0,0
Asturias,2020-04-29,11,4,0,4
Castilla y León,2020-04-29,120,39,4,23
España,2020-04-29,1425,332,23,234
Castilla La Mancha,2020-04-29,157,76,1,29
La Rioja,2020-04-29,19,2,0,2
Melilla,2020-04-29,2,0,0,0
Extremadura,2020-04-29,20,8,0,7
Aragón,2020-04-29,23,10,4,14
Cantabria,2020-04-29,26,0,0,0
Cataluña,2020-04-29,263,55,3,67
Navarra,2020-04-29,30,3,0,2
Canarias,2020-04-29,3,4,0,1
Galicia,2020-04-29,43,10,2,3
Madrid,2020-04-29,456,75,7,56
Andalucía,2020-04-29,47,17,1,9
País Vasco,2020-04-29,89,11,0,8
Murcia,2020-04-29,9,1,1,0
Baleares,2020-04-29,9,5,0,3
C. Valenciana,2020-04-29,98,12,0,6
Ceuta,2020-04-30,0,0,0,0
Melilla,2020-04-30,1,0,0,0
País Vasco,2020-04-30,136,14,1,10
España,2020-04-30,1383,355,21,221
Cantabria,2020-04-30,14,1,0,2
Castilla y León,2020-04-30,147,29,3,32
Castilla La Mancha,2020-04-30,150,81,2,18
Asturias,2020-04-30,15,2,1,1
Extremadura,2020-04-30,24,7,0,2
