ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
ML,2020-05-18,0,0,0,0,0,0
NC,2020-05-18,8,8,0,0,0,0
PV,2020-05-18,35,22,0,13,0,0
RI,2020-05-18,7,6,0,0,0,1
VC,2020-05-18,16,16,0,0,0,0
AN,2020-05-19,17,16,0,0,1,0
AR,2020-05-19,32,32,0,0,0,0
AS,2020-05-19,1,1,0,0,0,0
CB,2020-05-19,4,4,0,0,0,0
CE,2020-05-19,1,1,0,0,0,0
CL,2020-05-19,56,56,0,0,0,0
CM,2020-05-19,74,62,0,0,11,1
CN,2020-05-19,11,11,0,0,0,0
CT,2020-05-19,320,268,0,0,52,0
EX,2020-05-19,4,2,2,0,0,0
GA,2020-05-19,15,15,0,0,0,0
IB,2020-05-19,10,9,1,0,0,0
MC,2020-05-19,5,5,0,0,0,0
MD,2020-05-19,201,201,0,0,0,0
ML,2020-05-19,0,0,0,0,0,0
NC,2020-05-19,13,13,0,0,0,0
PV,2020-05-19,30,19,0,11,0,0
RI,2020-05-19,3,3,0,0,0,0
VC,2020-05-19,26,26,0,0,0,0
AN,2020-05-20,29,29,0,0,0,0
AR,2020-05-20,36,35,0,0,1,0
AS,2020-05-20,0,0,0,0,0,0
CB,2020-05-20,2,2,0,0,0,0
CE,2020-05-20,1,1,0,0,0,0
CL,2020-05-20,39,38,0,0,1,0
CM,2020-05-20,46,45,0,0,1,0
CN,2020-05-20,5,5,0,0,0,0
CT,2020-05-20,268,213,0,0,55,0
EX,2020-05-20,4,2,1,1,0,0
GA,2020-05-20,10,10,0,0,0,0
IB,2020-05-20,12,11,1,0,0,0
MC,2020-05-20,5,5,0,0,0,0
MD,2020-05-20,204,203,0,1,0,0
ML,2020-05-20,0,0,0,0,0,0
NC,2020-05-20,9,9,0,0,0,0
PV,2020-05-20,37,13,0,24,0,0
RI,2020-05-20,0,0,0,0,0,0
VC,2020-05-20,35,35,0,0,0,0
AN,2020-05-21,12,12,0,0,0,0
AR,2020-05-21,29,29,0,0,0,0
AS,2020-05-21,1,1,0,0,0,0
CB,2020-05-21,5,5,0,0,0,0
CE,2020-05-21,3,3,0,0,0,0
CL,2020-05-21,61,59,0,0,2,0
CM,2020-05-21,31,31,0,0,0,0
CN,2020-05-21,6,6,0,0,0,0
CT,2020-05-21,365,295,0,0,70,0
EX,2020-05-21,4,4,0,0,0,0
GA,2020-05-21,14,14,0,0,0,0
IB,2020-05-21,8,7,1,0,0,0
MC,2020-05-21,2,2,0,0,0,0
MD,2020-05-21,178,178,0,0,0,0
ML,2020-05-21,0,0,0,0,0,0
NC,2020-05-21,10,10,0,0,0,0
PV,2020-05-21,26,14,0,12,0,0
RI,2020-05-21,3,3,0,0,0,0
VC,2020-05-21,22,21,0,1,0,0
AN,2020-05-22,13,13,0,0,0,0
AR,2020-05-22,10,9,0,0,1,0
AS,2020-05-22,0,0,0,0,0,0
CB,2020-05-22,4,3,0,0,0,1
CE,2020-05-22,0,0,0,0,0,0
CL,2020-05-22,70,69,0,0,1,0
CM,2020-05-22,69,62,0,0,6,1
CN,2020-05-22,3,3,0,0,0,0
CT,2020-05-22,418,347,0,0,71,0
EX,2020-05-22,5,4,1,0,0,0
GA,2020-05-22,10,9,0,0,1,0
IB,2020-05-22,5,5,0,0,0,0
MC,2020-05-22,3,2,1,0,0,0
MD,2020-05-22,109,109,0,0,0,0
ML,2020-05-22,0,0,0,0,0,0
NC,2020-05-22,9,9,0,0,0,0
PV,2020-05-22,33,15,0,18,0,0
RI,2020-05-22,1,0,0,0,0,1
VC,2020-05-22,29,29,0,0,0,0
AN,2020-05-23,7,7,0,0,0,0
AR,2020-05-23,18,18,0,0,0,0
AS,2020-05-23,2,2,0,0,0,0
CB,2020-05-23,2,2,0,0,0,0
CE,2020-05-23,0,0,0,0,0,0
CL,2020-05-23,31,31,0,0,0,0
CM,2020-05-23,33,28,0,0,5,0
CN,2020-05-23,1,1,0,0,0,0
CT,2020-05-23,114,112,0,0,2,0
EX,2020-05-23,0,0,0,0,0,0
GA,2020-05-23,11,11,0,0,0,0
IB,2020-05-23,4,4,0,0,0,0
MC,2020-05-23,3,3,0,0,0,0
MD,2020-05-23,41,41,0,0,0,0
ML,2020-05-23,0,0,0,0,0,0
NC,2020-05-23,15,15,0,0,0,0
PV,2020-05-23,15,4,0,10,0,1
RI,2020-05-23,0,0,0,0,0,0
VC,2020-05-23,10,10,0,0,0,0
AN,2020-05-24,3,3,0,0,0,0
AR,2020-05-24,4,4,0,0,0,0
AS,2020-05-24,2,2,0,0,0,0
CB,2020-05-24,0,0,0,0,0,0
CE,2020-05-24,0,0,0,0,0,0
CL,2020-05-24,14,14,0,0,0,0
CM,2020-05-24,18,15,0,0,3,0
CN,2020-05-24,2,2,0,0,0,0
CT,2020-05-24,159,158,0,0,0,1
EX,2020-05-24,1,0,1,0,0,0
GA,2020-05-24,1,1,0,0,0,0
IB,2020-05-24,1,1,0,0,0,0
MC,2020-05-24,6,6,0,0,0,0
MD,2020-05-24,16,16,0,0,0,0
ML,2020-05-24,0,0,0,0,0,0
NC,2020-05-24,6,6,0,0,0,0
PV,2020-05-24,5,2,0,3,0,0
RI,2020-05-24,1,1,0,0,0,0
VC,2020-05-24,22,22,0,0,0,0
AN,2020-05-25,8,8,0,0,0,0
AR,2020-05-25,23,23,0,0,0,0
AS,2020-05-25,0,0,0,0,0,0
CB,2020-05-25,6,4,0,0,0,2
CE,2020-05-25,5,5,0,0,0,0
CL,2020-05-25,43,41,0,0,2,0
CM,2020-05-25,41,40,0,0,1,0
CN,2020-05-25,6,6,0,0,0,0
CT,2020-05-25,255,191,0,0,64,0
EX,2020-05-25,3,3,0,0,0,0
GA,2020-05-25,3,3,0,0,0,0
IB,2020-05-25,2,2,0,0,0,0
MC,2020-05-25,0,0,0,0,0,0
MD,2020-05-25,107,107,0,0,0,0
ML,2020-05-25,0,0,0,0,0,0
NC,2020-05-25,5,5,0,0,0,0
PV,2020-05-25,13,7,0,6,0,0
RI,2020-05-25,3,3,0,0,0,0
VC,2020-05-25,12,12,0,0,0,0
AN,2020-05-26,8,7,0,0,1,0
AR,2020-05-26,15,15,0,0,0,0
AS,2020-05-26,0,0,0,0,0,0
CB,2020-05-26,3,2,0,0,0,1
CE,2020-05-26,0,0,0,0,0,0
CL,2020-05-26,77,74,0,0,3,0
CM,2020-05-26,66,57,0,0,9,0
CN,2020-05-26,2,2,0,0,0,0
CT,2020-05-26,275,205,0,0,68,2
EX,2020-05-26,13,12,0,0,1,0
GA,2020-05-26,3,2,0,0,1,0
IB,2020-05-26,8,8,0,0,0,0
MC,2020-05-26,3,3,0,0,0,0
MD,2020-05-26,207,207,0,0,0,0
ML,2020-05-26,0,0,0,0,0,0
NC,2020-05-26,6,6,0,0,0,0
PV,2020-05-26,29,16,0,13,0,0
RI,2020-05-26,0,0,0,0,0,0
VC,2020-05-26,16,16,0,0,0,0
AN,2020-05-27,14,14,0,0,0,0
AR,2020-05-27,20,20,0,0,0,0
AS,2020-05-27,1,1,0,0,0,0
CB,2020-05-27,7,7,0,0,0,0
CE,2020-05-27,9,9,0,0,0,0
CL,2020-05-27,45,45,0,0,0,0
CM,2020-05-27,56,53,0,0,3,0
CN,2020-05-27,1,1,0,0,0,0
CT,2020-05-27,220,174,0,0,46,0
EX,2020-05-27,3,3,0,0,0,0
GA,2020-05-27,4,4,0,0,0,0
IB,2020-05-27,7,7,0,0,0,0
MC,2020-05-27,4,4,0,0,0,0
MD,2020-05-27,150,150,0,0,0,0
ML,2020-05-27,0,0,0,0,0,0
NC,2020-05-27,15,15,0,0,0,0
PV,2020-05-27,27,4,0,23,0,0
RI,2020-05-27,0,0,0,0,0,0
VC,2020-05-27,21,20,0,1,0,0
AN,2020-05-28,12,12,0,0,0,0
AR,2020-05-28,15,15,0,0,0,0
AS,2020-05-28,2,2,0,0,0,0
CB,2020-05-28,1,1,0,0,0,0
CE,2020-05-28,7,7,0,0,0,0
CL,2020-05-28,69,69,0,0,0,0
CM,2020-05-28,65,60,0,0,5,0
CN,2020-05-28,7,7,0,0,0,0
CT,2020-05-28,239,176,0,0,63,0
EX,2020-05-28,3,3,0,0,0,0
GA,2020-05-28,1,1,0,0,0,0
IB,2020-05-28,10,9,1,0,0,0
MC,2020-05-28,4,3,0,1,0,0
MD,2020-05-28,158,158,0,0,0,0
ML,2020-05-28,0,0,0,0,0,0
NC,2020-05-28,13,13,0,0,0,0
PV,2020-05-28,17,9,0,8,0,0
RI,2020-05-28,4,3,0,0,0,1
VC,2020-05-28,16,16,0,0,0,0
AN,2020-05-29,14,14,0,0,0,0
AR,2020-05-29,12,12,0,0,0,0
AS,2020-05-29,20,20,0,0,0,0
CB,2020-05-29,3,3,0,0,0,0
CE,2020-05-29,0,0,0,0,0,0
CL,2020-05-29,77,73,0,0,4,0
CM,2020-05-29,55,54,0,0,1,0
CN,2020-05-29,11,11,0,0,0,0
CT,2020-05-29,265,219,0,1,45,0
EX,2020-05-29,1,1,0,0,0,0
GA,2020-05-29,5,5,0,0,0,0
IB,2020-05-29,5,5,0,0,0,0
MC,2020-05-29,2,2,0,0,0,0
MD,2020-05-29,181,181,0,0,0,0
ML,2020-05-29,0,0,0,0,0,0
NC,2020-05-29,8,8,0,0,0,0
PV,2020-05-29,20,8,0,12,0,0
RI,2020-05-29,3,3,0,0,0,0
VC,2020-05-29,23,23,0,0,0,0
AN,2020-05-30,14,14,0,0,0,0
AR,2020-05-30,11,11,0,0,0,0
AS,2020-05-30,2,2,0,0,0,0
CB,2020-05-30,2,2,0,0,0,0
CE,2020-05-30,0,0,0,0,0,0
CL,2020-05-30,49,49,0,0,0,0
CM,2020-05-30,45,42,0,0,3,0
CN,2020-05-30,2,2,0,0,0,0
CT,2020-05-30,126,122,0,0,4,0
EX,2020-05-30,2,2,0,0,0,0
GA,2020-05-30,3,3,0,0,0,0
IB,2020-05-30,0,0,0,0,0,0
MC,2020-05-30,1,0,1,0,0,0
MD,2020-05-30,44,44,0,0,0,0
ML,2020-05-30,0,0,0,0,0,0
NC,2020-05-30,7,7,0,0,0,0
PV,2020-05-30,15,3,0,12,0,0
RI,2020-05-30,0,0,0,0,0,0
VC,2020-05-30,11,11,0,0,0,0
AN,2020-05-31,10,10,0,0,0,0
AR,2020-05-31,3,3,0,0,0,0
AS,2020-05-31,2,2,0,0,0,0
CB,2020-05-31,0,0,0,0,0,0
CE,2020-05-31,1,1,0,0,0,0
CL,2020-05-31,21,21,0,0,0,0
CM,2020-05-31,21,20,0,0,1,0
CN,2020-05-31,1,1,0,0,0,0
CT,2020-05-31,53,53,0,0,0,0
EX,2020-05-31,0,0,0,0,0,0
GA,2020-05-31,0,0,0,0,0,0
IB,2020-05-31,2,2,0,0,0,0
MC,2020-05-31,0,0,0,0,0,0
MD,2020-05-31,43,43,0,0,0,0
ML,2020-05-31,0,0,0,0,0,0
NC,2020-05-31,5,5,0,0,0,0
PV,2020-05-31,5,0,0,5,0,0
RI,2020-05-31,0,0,0,0,0,0
VC,2020-05-31,8,8,0,0,0,0
AN,2020-06-01,19,19,0,0,0,0
AR,2020-06-01,7,6,0,0,1,0
AS,2020-06-01,0,0,0,0,0,0
CB,2020-06-01,2,2,0,0,0,0
CE,2020-06-01,9,9,0,0,0,0
CL,2020-06-01,37,35,0,0,2,0
CM,2020-06-01,24,22,0,0,2,0
CN,2020-06-01,4,4,0,0,0,0
CT,2020-06-01,63,54,0,0,9,0
EX,2020-06-01,4,4,0,0,0,0
GA,2020-06-01,0,0,0,0,0,0
IB,2020-06-01,4,3,1,0,0,0
MC,2020-06-01,4,4,0,0,0,0
MD,2020-06-01,134,134,0,0,0,0
ML,2020-06-01,1,1,0,0,0,0
NC,2020-06-01,1,1,0,0,0,0
PV,2020-06-01,15,5,0,10,0,0
RI,2020-06-01,1,1,0,0,0,0
VC,2020-06-01,11,11,0,0,0,0
AN,2020-06-02,13,13,0,0,0,0
AR,2020-06-02,18,18,0,0,0,0
AS,2020-06-02,0,0,0,0,0,0
CB,2020-06-02,2,2,0,0,0,0
CE,2020-06-02,1,1,0,0,0,0
CL,2020-06-02,39,39,0,0,0,0
CM,2020-06-02,42,34,0,0,8,0
CN,2020-06-02,4,4,0,0,0,0
CT,2020-06-02,115,91,0,0,24,0
EX,2020-06-02,2,2,0,0,0,0
GA,2020-06-02,3,3,0,0,0,0
IB,2020-06-02,7,7,0,0,0,0
MC,2020-06-02,3,3,0,0,0,0
MD,2020-06-02,158,158,0,0,0,0
ML,2020-06-02,0,0,0,0,0,0
NC,2020-06-02,2,2,0,0,0,0
PV,2020-06-02,32,8,0,24,0,0
RI,2020-06-02,1,1,0,0,0,0
VC,2020-06-02,20,20,0,0,0,0
AN,2020-06-03,18,17,0,0,1,0
AR,2020-06-03,1,1,0,0,0,0
AS,2020-06-03,0,0,0,0,0,0
CB,2020-06-03,0,0,0,0,0,0
CE,2020-06-03,7,7,0,0,0,0
CL,2020-06-03,50,49,0,0,1,0
CM,2020-06-03,58,55,0,0,3,0
CN,2020-06-03,5,5,0,0,0,0
CT,2020-06-03,192,149,0,0,43,0
EX,2020-06-03,0,0,0,0,0,0
GA,2020-06-03,2,2,0,0,0,0
IB,2020-06-03,4,4,0,0,0,0
MC,2020-06-03,5,5,0,0,0,0
MD,2020-06-03,198,198,0,0,0,0
ML,2020-06-03,0,0,0,0,0,0
NC,2020-06-03,4,4,0,0,0,0
PV,2020-06-03,17,5,0,12,0,0
RI,2020-06-03,1,1,0,0,0,0
VC,2020-06-03,13,13,0,0,0,0
AN,2020-06-04,13,13,0,0,0,0
AR,2020-06-04,21,21,0,0,0,0
AS,2020-06-04,0,0,0,0,0,0
CB,2020-06-04,4,4,0,0,0,0
CE,2020-06-04,0,0,0,0,0,0
CL,2020-06-04,37,37,0,0,0,0
CM,2020-06-04,51,42,0,0,9,0
CN,2020-06-04,1,1,0,0,0,0
CT,2020-06-04,170,124,0,0,46,0
EX,2020-06-04,4,4,0,0,0,0
GA,2020-06-04,3,3,0,0,0,0
IB,2020-06-04,4,4,0,0,0,0
MC,2020-06-04,2,2,0,0,0,0
MD,2020-06-04,130,130,0,0,0,0
ML,2020-06-04,0,0,0,0,0,0
NC,2020-06-04,10,10,0,0,0,0
PV,2020-06-04,15,2,0,13,0,0
RI,2020-06-04,3,3,0,0,0,0
VC,2020-06-04,17,17,0,0,0,0
AN,2020-06-05,16,15,0,1,0,0
AR,2020-06-05,11,11,0,0,0,0
AS,2020-06-05,2,2,0,0,0,0
CB,2020-06-05,1,1,0,0,0,0
CE,2020-06-05,0,0,0,0,0,0
CL,2020-06-05,61,60,0,0,1,0
CM,2020-06-05,50,50,0,0,0,0
CN,2020-06-05,0,0,0,0,0,0
CT,2020-06-05,270,234,0,0,36,0
EX,2020-06-05,1,1,0,0,0,0
GA,2020-06-05,4,4,0,0,0,0
IB,2020-06-05,3,3,0,0,0,0
MC,2020-06-05,2,2,0,0,0,0
MD,2020-06-05,163,163,0,0,0,0
ML,2020-06-05,0,0,0,0,0,0
NC,2020-06-05,10,10,0,0,0,0
PV,2020-06-05,21,8,0,13,0,0
RI,2020-06-05,0,0,0,0,0,0
VC,2020-06-05,24,23,0,1,0,0
AN,2020-06-06,11,11,0,0,0,0
AR,2020-06-06,10,10,0,0,0,0
AS,2020-06-06,1,1,0,0,0,0
CB,2020-06-06,0,0,0,0,0,0
CE,2020-06-06,0,0,0,0,0,0
CL,2020-06-06,17,17,0,0,0,0
CM,2020-06-06,20,20,0,0,0,0
CN,2020-06-06,5,5,0,0,0,0
CT,2020-06-06,77,77,0,0,0,0
EX,2020-06-06,0,0,0,0,0,0
GA,2020-06-06,0,0,0,0,0,0
IB,2020-06-06,3,3,0,0,0,0
MC,2020-06-06,1,1,0,0,0,0
MD,2020-06-06,74,74,0,0,0,0
ML,2020-06-06,0,0,0,0,0,0
NC,2020-06-06,3,3,0,0,0,0
PV,2020-06-06,14,7,0,7,0,0
RI,2020-06-06,4,4,0,0,0,0
VC,2020-06-06,15,15,0,0,0,0
AN,2020-06-07,4,4,0,0,0,0
AR,2020-06-07,4,4,0,0,0,0
AS,2020-06-07,2,2,0,0,0,0
CB,2020-06-07,2,2,0,0,0,0
CE,2020-06-07,0,0,0,0,0,0
CL,2020-06-07,13,13,0,0,0,0
CM,2020-06-07,14,13,0,0,1,0
CN,2020-06-07,1,1,0,0,0,0
CT,2020-06-07,43,43,0,0,0,0
EX,2020-06-07,0,0,0,0,0,0
GA,2020-06-07,1,1,0,0,0,0
IB,2020-06-07,0,0,0,0,0,0
MC,2020-06-07,1,1,0,0,0,0
MD,2020-06-07,23,23,0,0,0,0
ML,2020-06-07,0,0,0,0,0,0
NC,2020-06-07,6,6,0,0,0,0
PV,2020-06-07,15,8,0,7,0,0
RI,2020-06-07,1,1,0,0,0,0
VC,2020-06-07,12,12,0,0,0,0
AN,2020-06-08,5,5,0,0,0,0
AR,2020-06-08,5,5,0,0,0,0
AS,2020-06-08,1,1,0,0,0,0
CB,2020-06-08,1,1,0,0,0,0
CE,2020-06-08,0,0,0,0,0,0
CL,2020-06-08,33,32,0,0,1,0
CM,2020-06-08,37,35,0,0,2,0
CN,2020-06-08,1,1,0,0,0,0
CT,2020-06-08,95,71,0,0,23,1
EX,2020-06-08,1,1,0,0,0,0
GA,2020-06-08,1,1,0,0,0,0
IB,2020-06-08,3,3,0,0,0,0
MC,2020-06-08,4,4,0,0,0,0
MD,2020-06-08,112,112,0,0,0,0
ML,2020-06-08,0,0,0,0,0,0
NC,2020-06-08,1,1,0,0,0,0
PV,2020-06-08,27,20,0,7,0,0
RI,2020-06-08,0,0,0,0,0,0
VC,2020-06-08,5,5,0,0,0,0
AN,2020-06-09,8,8,0,0,0,0
AR,2020-06-09,13,13,0,0,0,0
AS,2020-06-09,0,0,0,0,0,0
CB,2020-06-09,0,0,0,0,0,0
CE,2020-06-09,0,0,0,0,0,0
CL,2020-06-09,31,31,0,0,0,0
CM,2020-06-09,40,40,0,0,0,0
CN,2020-06-09,0,0,0,0,0,0
CT,2020-06-09,145,106,0,0,39,0
EX,2020-06-09,4,4,0,0,0,0
GA,2020-06-09,4,4,0,0,0,0
IB,2020-06-09,1,1,0,0,0,0
MC,2020-06-09,2,2,0,0,0,0
MD,2020-06-09,123,123,0,0,0,0
ML,2020-06-09,0,0,0,0,0,0
NC,2020-06-09,5,5,0,0,0,0
PV,2020-06-09,35,15,0,20,0,0
RI,2020-06-09,1,1,0,0,0,0
VC,2020-06-09,18,18,0,0,0,0
AN,2020-06-10,4,4,0,0,0,0
AR,2020-06-10,7,7,0,0,0,0
AS,2020-06-10,0,0,0,0,0,0
CB,2020-06-10,3,3,0,0,0,0
CE,2020-06-10,0,0,0,0,0,0
CL,2020-06-10,29,29,0,0,0,0
CM,2020-06-10,32,30,0,0,2,0
CN,2020-06-10,1,1,0,0,0,0
CT,2020-06-10,183,120,0,0,62,1
EX,2020-06-10,1,1,0,0,0,0
GA,2020-06-10,0,0,0,0,0,0
IB,2020-06-10,5,5,0,0,0,0
MC,2020-06-10,1,1,0,0,0,0
MD,2020-06-10,129,129,0,0,0,0
ML,2020-06-10,0,0,0,0,0,0
NC,2020-06-10,4,4,0,0,0,0
PV,2020-06-10,29,12,0,17,0,0
RI,2020-06-10,0,0,0,0,0,0
VC,2020-06-10,13,13,0,0,0,0
AN,2020-06-11,8,8,0,0,0,0
AR,2020-06-11,8,8,0,0,0,0
AS,2020-06-11,4,4,0,0,0,0
CB,2020-06-11,3,3,0,0,0,0
CE,2020-06-11,0,0,0,0,0,0
CL,2020-06-11,26,26,0,0,0,0
CM,2020-06-11,14,13,0,0,1,0
CN,2020-06-11,1,1,0,0,0,0
CT,2020-06-11,132,72,0,0,59,1
EX,2020-06-11,2,1,0,0,1,0
GA,2020-06-11,1,1,0,0,0,0
IB,2020-06-11,6,6,0,0,0,0
MC,2020-06-11,1,1,0,0,0,0
MD,2020-06-11,123,123,0,0,0,0
ML,2020-06-11,0,0,0,0,0,0
NC,2020-06-11,4,4,0,0,0,0
PV,2020-06-11,22,12,0,10,0,0
RI,2020-06-11,3,3,0,0,0,0
VC,2020-06-11,15,15,0,0,0,0
AN,2020-06-12,4,4,0,0,0,0
AR,2020-06-12,4,4,0,0,0,0
AS,2020-06-12,0,0,0,0,0,0
CB,2020-06-12,2,2,0,0,0,0
CE,2020-06-12,0,0,0,0,0,0
CL,2020-06-12,24,23,0,0,1,0
CM,2020-06-12,26,24,0,0,2,0
CN,2020-06-12,4,4,0,0,0,0
CT,2020-06-12,166,122,0,0,44,0
EX,2020-06-12,1,1,0,0,0,0
GA,2020-06-12,3,3,0,0,0,0
IB,2020-06-12,7,6,1,0,0,0
MC,2020-06-12,0,0,0,0,0,0
MD,2020-06-12,180,180,0,0,0,0
ML,2020-06-12,1,1,0,0,0,0
NC,2020-06-12,3,3,0,0,0,0
PV,2020-06-12,34,20,0,14,0,0
RI,2020-06-12,1,1,0,0,0,0
VC,2020-06-12,20,20,0,0,0,0
AN,2020-06-13,5,5,0,0,0,0
AR,2020-06-13,4,4,0,0,0,0
AS,2020-06-13,0,0,0,0,0,0
CB,2020-06-13,2,2,0,0,0,0
CE,2020-06-13,0,0,0,0,0,0
CL,2020-06-13,10,10,0,0,0,0
CM,2020-06-13,7,7,0,0,0,0
CN,2020-06-13,2,2,0,0,0,0
CT,2020-06-13,37,34,0,0,3,0
EX,2020-06-13,2,2,0,0,0,0
GA,2020-06-13,1,1,0,0,0,0
IB,2020-06-13,2,2,0,0,0,0
MC,2020-06-13,1,1,0,0,0,0
MD,2020-06-13,13,13,0,0,0,0
ML,2020-06-13,1,1,0,0,0,0
NC,2020-06-13,0,0,0,0,0,0
PV,2020-06-13,23,10,0,13,0,0
RI,2020-06-13,1,1,0,0,0,0
VC,2020-06-13,8,8,0,0,0,0
AN,2020-06-14,1,1,0,0,0,0
AR,2020-06-14,2,2,0,0,0,0
AS,2020-06-14,0,0,0,0,0,0
CB,2020-06-14,0,0,0,0,0,0
CE,2020-06-14,0,0,0,0,0,0
CL,2020-06-14,1,1,0,0,0,0
CM,2020-06-14,6,6,0,0,0,0
CN,2020-06-14,1,1,0,0,0,0
CT,2020-06-14,32,30,0,0,2,0
EX,2020-06-14,0,0,0,0,0,0
GA,2020-06-14,1,1,0,0,0,0
IB,2020-06-14,4,4,0,0,0,0
MC,2020-06-14,0,0,0,0,0,0
MD,2020-06-14,16,16,0,0,0,0
ML,2020-06-14,0,0,0,0,0,0
NC,2020-06-14,0,0,0,0,0,0
PV,2020-06-14,16,9,0,7,0,0
RI,2020-06-14,1,1,0,0,0,0
VC,2020-06-14,3,3,0,0,0,0
AN,2020-06-15,2,2,0,0,0,0
AR,2020-06-15,2,2,0,0,0,0
AS,2020-06-15,0,0,0,0,0,0
CB,2020-06-15,2,1,0,0,0,1
CE,2020-06-15,0,0,0,0,0,0
CL,2020-06-15,18,18,0,0,0,0
CM,2020-06-15,11,11,0,0,0,0
CN,2020-06-15,1,1,0,0,0,0
CT,2020-06-15,78,50,0,0,28,0
EX,2020-06-15,3,2,1,0,0,0
GA,2020-06-15,3,3,0,0,0,0
IB,2020-06-15,5,5,0,0,0,0
MC,2020-06-15,1,1,0,0,0,0
MD,2020-06-15,124,124,0,0,0,0
ML,2020-06-15,0,0,0,0,0,0
NC,2020-06-15,1,1,0,0,0,0
PV,2020-06-15,28,12,0,16,0,0
RI,2020-06-15,0,0,0,0,0,0
VC,2020-06-15,6,6,0,0,0,0
AN,2020-06-16,6,6,0,0,0,0
AR,2020-06-16,5,5,0,0,0,0
AS,2020-06-16,0,0,0,0,0,0
CB,2020-06-16,2,2,0,0,0,0
CE,2020-06-16,0,0,0,0,0,0
CL,2020-06-16,44,43,0,0,1,0
CM,2020-06-16,35,34,0,0,1,0
CN,2020-06-16,2,2,0,0,0,0
CT,2020-06-16,116,95,0,0,21,0
EX,2020-06-16,1,1,0,0,0,0
GA,2020-06-16,0,0,0,0,0,0
IB,2020-06-16,0,0,0,0,0,0
MC,2020-06-16,2,2,0,0,0,0
MD,2020-06-16,111,111,0,0,0,0
ML,2020-06-16,0,0,0,0,0,0
NC,2020-06-16,6,6,0,0,0,0
PV,2020-06-16,40,11,0,29,0,0
RI,2020-06-16,1,1,0,0,0,0
VC,2020-06-16,8,8,0,0,0,0
AN,2020-06-17,7,7,0,0,0,0
AR,2020-06-17,4,4,0,0,0,0
AS,2020-06-17,0,0,0,0,0,0
CB,2020-06-17,3,3,0,0,0,0
CE,2020-06-17,0,0,0,0,0,0
CL,2020-06-17,26,25,0,0,1,0
CM,2020-06-17,12,12,0,0,0,0
CN,2020-06-17,14,14,0,0,0,0
CT,2020-06-17,82,62,0,0,19,1
EX,2020-06-17,7,7,0,0,0,0
GA,2020-06-17,3,3,0,0,0,0
IB,2020-06-17,3,3,0,0,0,0
MC,2020-06-17,3,3,0,0,0,0
MD,2020-06-17,117,117,0,0,0,0
ML,2020-06-17,0,0,0,0,0,0
NC,2020-06-17,5,5,0,0,0,0
PV,2020-06-17,35,11,0,24,0,0
RI,2020-06-17,0,0,0,0,0,0
VC,2020-06-17,19,19,0,0,0,0
AN,2020-06-18,23,23,0,0,0,0
AR,2020-06-18,22,21,0,0,1,0
AS,2020-06-18,0,0,0,0,0,0
CB,2020-06-18,1,1,0,0,0,0
CE,2020-06-18,0,0,0,0,0,0
CL,2020-06-18,13,13,0,0,0,0
CM,2020-06-18,22,21,0,0,1,0
CN,2020-06-18,4,4,0,0,0,0
CT,2020-06-18,109,92,0,0,17,0
EX,2020-06-18,1,1,0,0,0,0
GA,2020-06-18,1,1,0,0,0,0
IB,2020-06-18,5,5,0,0,0,0
MC,2020-06-18,5,5,0,0,0,0
MD,2020-06-18,103,103,0,0,0,0
ML,2020-06-18,0,0,0,0,0,0
NC,2020-06-18,7,7,0,0,0,0
PV,2020-06-18,23,14,0,9,0,0
RI,2020-06-18,2,2,0,0,0,0
VC,2020-06-18,17,17,0,0,0,0
AN,2020-06-19,8,8,0,0,0,0
AR,2020-06-19,17,17,0,0,0,0
AS,2020-06-19,0,0,0,0,0,0
CB,2020-06-19,1,1,0,0,0,0
CE,2020-06-19,0,0,0,0,0,0
CL,2020-06-19,12,12,0,0,0,0
CM,2020-06-19,16,16,0,0,0,0
CN,2020-06-19,1,1,0,0,0,0
CT,2020-06-19,115,97,0,0,18,0
EX,2020-06-19,2,2,0,0,0,0
GA,2020-06-19,1,1,0,0,0,0
IB,2020-06-19,12,12,0,0,0,0
MC,2020-06-19,4,4,0,0,0,0
MD,2020-06-19,98,98,0,0,0,0
ML,2020-06-19,0,0,0,0,0,0
NC,2020-06-19,8,8,0,0,0,0
PV,2020-06-19,28,18,0,10,0,0
RI,2020-06-19,1,1,0,0,0,0
VC,2020-06-19,15,15,0,0,0,0
AN,2020-06-20,13,13,0,0,0,0
AR,2020-06-20,30,30,0,0,0,0
AS,2020-06-20,0,0,0,0,0,0
CB,2020-06-20,2,2,0,0,0,0
CE,2020-06-20,0,0,0,0,0,0
CL,2020-06-20,18,17,0,0,1,0
CM,2020-06-20,19,19,0,0,0,0
CN,2020-06-20,12,12,0,0,0,0
CT,2020-06-20,55,54,0,0,1,0
EX,2020-06-20,4,4,0,0,0,0
GA,2020-06-20,2,2,0,0,0,0
IB,2020-06-20,1,1,0,0,0,0
MC,2020-06-20,4,4,0,0,0,0
MD,2020-06-20,38,38,0,0,0,0
ML,2020-06-20,0,0,0,0,0,0
NC,2020-06-20,3,3,0,0,0,0
PV,2020-06-20,20,6,0,14,0,0
RI,2020-06-20,0,0,0,0,0,0
VC,2020-06-20,6,6,0,0,0,0
