provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
LO,2020-03-10,88,88,0,0,0,0
LU,2020-03-10,16,16,0,0,0,0
M,2020-03-10,2004,2003,1,0,0,0
MA,2020-03-10,67,66,1,0,0,0
ML,2020-03-10,5,5,0,0,0,0
MU,2020-03-10,50,48,2,0,0,0
NA,2020-03-10,84,84,0,0,0,0
NC,2020-03-10,92,91,0,0,0,1
O,2020-03-10,53,53,0,0,0,0
OR,2020-03-10,15,15,0,0,0,0
P,2020-03-10,4,3,1,0,0,0
PM,2020-03-10,36,34,2,0,0,0
PO,2020-03-10,29,29,0,0,0,0
S,2020-03-10,3,3,0,0,0,0
SA,2020-03-10,46,46,0,0,0,0
SE,2020-03-10,41,41,0,0,0,0
SG,2020-03-10,35,35,0,0,0,0
SO,2020-03-10,11,10,1,0,0,0
SS,2020-03-10,34,34,0,0,0,0
T,2020-03-10,20,19,0,0,0,1
TE,2020-03-10,8,8,0,0,0,0
TF,2020-03-10,26,26,0,0,0,0
TO,2020-03-10,74,72,2,0,0,0
V,2020-03-10,152,142,3,0,0,7
VA,2020-03-10,23,23,0,0,0,0
VI,2020-03-10,95,95,0,0,0,0
Z,2020-03-10,35,35,0,0,0,0
ZA,2020-03-10,9,8,1,0,0,0
A,2020-03-11,110,106,2,0,0,2
AB,2020-03-11,60,59,1,0,0,0
AL,2020-03-11,10,10,0,0,0,0
AV,2020-03-11,21,20,1,0,0,0
B,2020-03-11,663,641,0,0,4,18
BA,2020-03-11,16,16,0,0,0,0
BI,2020-03-11,106,105,0,0,0,1
BU,2020-03-11,36,35,1,0,0,0
C,2020-03-11,52,51,0,0,1,0
CA,2020-03-11,28,28,0,0,0,0
CC,2020-03-11,41,39,2,0,0,0
CE,2020-03-11,2,2,0,0,0,0
CO,2020-03-11,18,18,0,0,0,0
CR,2020-03-11,113,109,3,0,1,0
CS,2020-03-11,20,20,0,0,0,0
CU,2020-03-11,37,31,6,0,0,0
GC,2020-03-11,20,20,0,0,0,0
GI,2020-03-11,33,31,0,0,0,2
GR,2020-03-11,41,41,0,0,0,0
GU,2020-03-11,26,26,0,0,0,0
H,2020-03-11,9,9,0,0,0,0
HU,2020-03-11,6,6,0,0,0,0
J,2020-03-11,27,27,0,0,0,0
L,2020-03-11,11,11,0,0,0,0
LE,2020-03-11,24,21,3,0,0,0
LO,2020-03-11,69,69,0,0,0,0
LU,2020-03-11,13,13,0,0,0,0
M,2020-03-11,1929,1929,0,0,0,0
MA,2020-03-11,82,81,1,0,0,0
ML,2020-03-11,4,4,0,0,0,0
MU,2020-03-11,60,58,2,0,0,0
NA,2020-03-11,109,109,0,0,0,0
NC,2020-03-11,89,88,0,0,0,1
O,2020-03-11,43,43,0,0,0,0
OR,2020-03-11,27,27,0,0,0,0
P,2020-03-11,10,10,0,0,0,0
PM,2020-03-11,42,41,1,0,0,0
PO,2020-03-11,39,39,0,0,0,0
S,2020-03-11,17,17,0,0,0,0
SA,2020-03-11,34,34,0,0,0,0
SE,2020-03-11,38,37,1,0,0,0
SG,2020-03-11,41,41,0,0,0,0
SO,2020-03-11,17,16,1,0,0,0
SS,2020-03-11,39,35,0,2,0,2
T,2020-03-11,21,21,0,0,0,0
TE,2020-03-11,6,6,0,0,0,0
TF,2020-03-11,38,37,0,0,0,1
TO,2020-03-11,68,64,4,0,0,0
V,2020-03-11,143,135,3,0,0,5
VA,2020-03-11,36,36,0,0,0,0
VI,2020-03-11,86,85,0,1,0,0
Z,2020-03-11,52,52,0,0,0,0
ZA,2020-03-11,9,8,1,0,0,0
A,2020-03-12,126,124,1,0,0,1
AB,2020-03-12,82,79,3,0,0,0
AL,2020-03-12,11,11,0,0,0,0
AV,2020-03-12,23,21,2,0,0,0
B,2020-03-12,897,876,0,0,3,18
BA,2020-03-12,29,29,0,0,0,0
BI,2020-03-12,119,117,0,0,0,2
BU,2020-03-12,37,37,0,0,0,0
C,2020-03-12,77,77,0,0,0,0
CA,2020-03-12,26,25,1,0,0,0
CC,2020-03-12,42,42,0,0,0,0
CE,2020-03-12,1,1,0,0,0,0
CO,2020-03-12,25,25,0,0,0,0
CR,2020-03-12,147,142,1,0,4,0
CS,2020-03-12,45,45,0,0,0,0
CU,2020-03-12,45,35,10,0,0,0
GC,2020-03-12,30,30,0,0,0,0
GI,2020-03-12,51,50,0,0,1,0
GR,2020-03-12,57,57,0,0,0,0
GU,2020-03-12,51,51,0,0,0,0
H,2020-03-12,10,10,0,0,0,0
HU,2020-03-12,8,8,0,0,0,0
J,2020-03-12,31,31,0,0,0,0
L,2020-03-12,23,23,0,0,0,0
LE,2020-03-12,37,36,1,0,0,0
LO,2020-03-12,72,72,0,0,0,0
LU,2020-03-12,21,21,0,0,0,0
M,2020-03-12,2340,2339,1,0,0,0
MA,2020-03-12,92,92,0,0,0,0
ML,2020-03-12,2,2,0,0,0,0
MU,2020-03-12,40,40,0,0,0,0
NA,2020-03-12,140,140,0,0,0,0
NC,2020-03-12,102,102,0,0,0,0
O,2020-03-12,57,57,0,0,0,0
OR,2020-03-12,30,30,0,0,0,0
P,2020-03-12,10,10,0,0,0,0
PM,2020-03-12,41,39,2,0,0,0
PO,2020-03-12,54,54,0,0,0,0
S,2020-03-12,36,36,0,0,0,0
SA,2020-03-12,57,57,0,0,0,0
SE,2020-03-12,51,51,0,0,0,0
SG,2020-03-12,53,53,0,0,0,0
SO,2020-03-12,31,31,0,0,0,0
SS,2020-03-12,48,48,0,0,0,0
T,2020-03-12,30,30,0,0,0,0
TE,2020-03-12,10,10,0,0,0,0
TF,2020-03-12,42,41,0,0,0,1
TO,2020-03-12,91,88,3,0,0,0
V,2020-03-12,194,187,3,0,0,4
VA,2020-03-12,48,48,0,0,0,0
VI,2020-03-12,105,105,0,0,0,0
Z,2020-03-12,61,61,0,0,0,0
ZA,2020-03-12,15,15,0,0,0,0
A,2020-03-13,155,140,3,0,0,12
AB,2020-03-13,106,94,12,0,0,0
AL,2020-03-13,16,15,1,0,0,0
AV,2020-03-13,62,61,1,0,0,0
B,2020-03-13,1177,1128,0,1,7,41
BA,2020-03-13,19,19,0,0,0,0
BI,2020-03-13,210,206,0,0,0,4
BU,2020-03-13,50,50,0,0,0,0
C,2020-03-13,98,98,0,0,0,0
CA,2020-03-13,33,32,1,0,0,0
CC,2020-03-13,62,60,2,0,0,0
CE,2020-03-13,6,6,0,0,0,0
CO,2020-03-13,46,46,0,0,0,0
CR,2020-03-13,234,227,4,0,3,0
CS,2020-03-13,54,54,0,0,0,0
CU,2020-03-13,65,52,13,0,0,0
GC,2020-03-13,43,43,0,0,0,0
GI,2020-03-13,71,71,0,0,0,0
GR,2020-03-13,76,74,2,0,0,0
GU,2020-03-13,58,57,1,0,0,0
H,2020-03-13,14,14,0,0,0,0
HU,2020-03-13,16,16,0,0,0,0
J,2020-03-13,44,42,2,0,0,0
L,2020-03-13,35,34,0,0,1,0
LE,2020-03-13,58,54,4,0,0,0
LO,2020-03-13,108,106,2,0,0,0
LU,2020-03-13,27,27,0,0,0,0
M,2020-03-13,2800,2800,0,0,0,0
MA,2020-03-13,141,141,0,0,0,0
ML,2020-03-13,9,9,0,0,0,0
MU,2020-03-13,74,70,4,0,0,0
NA,2020-03-13,138,138,0,0,0,0
NC,2020-03-13,164,164,0,0,0,0
O,2020-03-13,70,70,0,0,0,0
OR,2020-03-13,39,39,0,0,0,0
P,2020-03-13,8,8,0,0,0,0
PM,2020-03-13,61,61,0,0,0,0
PO,2020-03-13,82,81,0,0,1,0
S,2020-03-13,54,54,0,0,0,0
SA,2020-03-13,69,69,0,0,0,0
SE,2020-03-13,85,84,1,0,0,0
SG,2020-03-13,73,73,0,0,0,0
SO,2020-03-13,39,38,1,0,0,0
SS,2020-03-13,72,70,0,1,0,1
T,2020-03-13,39,39,0,0,0,0
TE,2020-03-13,10,10,0,0,0,0
TF,2020-03-13,63,63,0,0,0,0
TO,2020-03-13,123,117,6,0,0,0
V,2020-03-13,244,237,0,0,0,7
VA,2020-03-13,82,82,0,0,0,0
VI,2020-03-13,140,138,0,2,0,0
Z,2020-03-13,89,89,0,0,0,0
ZA,2020-03-13,10,10,0,0,0,0
A,2020-03-14,173,166,1,0,0,6
AB,2020-03-14,95,93,2,0,0,0
AL,2020-03-14,11,11,0,0,0,0
AV,2020-03-14,61,61,0,0,0,0
B,2020-03-14,1131,1096,0,0,6,29
BA,2020-03-14,22,22,0,0,0,0
BI,2020-03-14,199,192,0,4,0,3
BU,2020-03-14,58,58,0,0,0,0
C,2020-03-14,95,94,0,0,1,0
CA,2020-03-14,46,45,1,0,0,0
CC,2020-03-14,48,48,0,0,0,0
CE,2020-03-14,3,3,0,0,0,0
CO,2020-03-14,31,31,0,0,0,0
CR,2020-03-14,219,215,3,0,1,0
CS,2020-03-14,42,40,0,0,0,2
CU,2020-03-14,56,50,6,0,0,0
GC,2020-03-14,41,41,0,0,0,0
GI,2020-03-14,100,99,0,0,0,1
GR,2020-03-14,78,78,0,0,0,0
GU,2020-03-14,71,70,1,0,0,0
H,2020-03-14,11,11,0,0,0,0
HU,2020-03-14,11,11,0,0,0,0
J,2020-03-14,41,41,0,0,0,0
L,2020-03-14,34,34,0,0,0,0
LE,2020-03-14,54,52,2,0,0,0
LO,2020-03-14,137,136,1,0,0,0
LU,2020-03-14,24,24,0,0,0,0
M,2020-03-14,2560,2560,0,0,0,0
MA,2020-03-14,105,105,0,0,0,0
ML,2020-03-14,3,3,0,0,0,0
MU,2020-03-14,84,80,4,0,0,0
NA,2020-03-14,121,121,0,0,0,0
NC,2020-03-14,167,166,0,0,0,1
O,2020-03-14,81,81,0,0,0,0
OR,2020-03-14,37,37,0,0,0,0
P,2020-03-14,16,16,0,0,0,0
PM,2020-03-14,69,68,1,0,0,0
PO,2020-03-14,88,87,0,0,1,0
S,2020-03-14,59,59,0,0,0,0
SA,2020-03-14,66,65,1,0,0,0
SE,2020-03-14,71,71,0,0,0,0
SG,2020-03-14,62,61,1,0,0,0
SO,2020-03-14,51,49,1,0,1,0
SS,2020-03-14,82,79,0,1,0,2
T,2020-03-14,39,39,0,0,0,0
TE,2020-03-14,13,13,0,0,0,0
TF,2020-03-14,54,53,0,0,0,1
TO,2020-03-14,107,104,3,0,0,0
V,2020-03-14,247,233,2,0,0,12
VA,2020-03-14,86,86,0,0,0,0
VI,2020-03-14,145,144,0,1,0,0
Z,2020-03-14,83,83,0,0,0,0
ZA,2020-03-14,20,19,1,0,0,0
A,2020-03-15,188,176,0,0,0,12
AB,2020-03-15,181,171,8,0,1,1
AL,2020-03-15,19,18,1,0,0,0
AV,2020-03-15,25,25,0,0,0,0
B,2020-03-15,1204,1156,0,2,15,31
BA,2020-03-15,20,20,0,0,0,0
BI,2020-03-15,219,215,0,1,0,3
BU,2020-03-15,63,63,0,0,0,0
C,2020-03-15,113,113,0,0,0,0
CA,2020-03-15,54,53,1,0,0,0
CC,2020-03-15,42,42,0,0,0,0
CE,2020-03-15,1,1,0,0,0,0
CO,2020-03-15,34,34,0,0,0,0
CR,2020-03-15,281,263,11,0,7,0
CS,2020-03-15,52,50,1,0,0,1
CU,2020-03-15,92,71,21,0,0,0
GC,2020-03-15,40,39,0,0,0,1
GI,2020-03-15,84,81,0,1,0,2
GR,2020-03-15,87,87,0,0,0,0
GU,2020-03-15,60,57,3,0,0,0
H,2020-03-15,10,10,0,0,0,0
HU,2020-03-15,15,15,0,0,0,0
J,2020-03-15,27,26,1,0,0,0
L,2020-03-15,36,36,0,0,0,0
LE,2020-03-15,54,52,2,0,0,0
LO,2020-03-15,111,110,1,0,0,0
LU,2020-03-15,27,27,0,0,0,0
M,2020-03-15,2600,2600,0,0,0,0
MA,2020-03-15,113,113,0,0,0,0
ML,2020-03-15,3,3,0,0,0,0
MU,2020-03-15,75,71,3,0,1,0
NA,2020-03-15,167,166,1,0,0,0
NC,2020-03-15,139,138,0,0,0,1
O,2020-03-15,89,89,0,0,0,0
OR,2020-03-15,57,57,0,0,0,0
P,2020-03-15,27,27,0,0,0,0
PM,2020-03-15,83,83,0,0,0,0
PO,2020-03-15,76,76,0,0,0,0
S,2020-03-15,68,68,0,0,0,0
SA,2020-03-15,78,78,0,0,0,0
SE,2020-03-15,68,67,1,0,0,0
SG,2020-03-15,88,87,1,0,0,0
SO,2020-03-15,52,48,4,0,0,0
SS,2020-03-15,79,78,0,1,0,0
T,2020-03-15,37,35,0,0,0,2
TE,2020-03-15,10,10,0,0,0,0
TF,2020-03-15,57,56,0,0,0,1
TO,2020-03-15,139,130,9,0,0,0
V,2020-03-15,239,222,5,0,0,12
VA,2020-03-15,79,78,1,0,0,0
VI,2020-03-15,134,133,0,1,0,0
Z,2020-03-15,101,101,0,0,0,0
ZA,2020-03-15,15,13,2,0,0,0
A,2020-03-16,215,203,3,0,0,9
AB,2020-03-16,137,132,5,0,0,0
AL,2020-03-16,23,23,0,0,0,0
AV,2020-03-16,39,39,0,0,0,0
B,2020-03-16,1431,1355,0,3,8,65
BA,2020-03-16,32,31,1,0,0,0
BI,2020-03-16,333,332,0,0,0,1
BU,2020-03-16,68,68,0,0,0,0
C,2020-03-16,161,161,0,0,0,0
CA,2020-03-16,66,65,1,0,0,0
CC,2020-03-16,64,62,2,0,0,0
CE,2020-03-16,5,5,0,0,0,0
CO,2020-03-16,38,38,0,0,0,0
CR,2020-03-16,307,295,11,0,1,0
CS,2020-03-16,62,60,1,0,0,1
CU,2020-03-16,91,76,15,0,0,0
GC,2020-03-16,48,48,0,0,0,0
GI,2020-03-16,133,133,0,0,0,0
GR,2020-03-16,107,106,1,0,0,0
GU,2020-03-16,65,65,0,0,0,0
H,2020-03-16,19,19,0,0,0,0
HU,2020-03-16,24,24,0,0,0,0
J,2020-03-16,45,45,0,0,0,0
L,2020-03-16,55,53,0,0,2,0
LE,2020-03-16,65,65,0,0,0,0
LO,2020-03-16,156,154,2,0,0,0
LU,2020-03-16,38,38,0,0,0,0
M,2020-03-16,2914,2914,0,0,0,0
MA,2020-03-16,151,150,1,0,0,0
ML,2020-03-16,4,3,0,1,0,0
MU,2020-03-16,100,98,2,0,0,0
NA,2020-03-16,156,156,0,0,0,0
NC,2020-03-16,173,173,0,0,0,0
O,2020-03-16,105,105,0,0,0,0
OR,2020-03-16,66,66,0,0,0,0
P,2020-03-16,27,27,0,0,0,0
PM,2020-03-16,85,84,1,0,0,0
PO,2020-03-16,118,118,0,0,0,0
S,2020-03-16,72,72,0,0,0,0
SA,2020-03-16,152,151,1,0,0,0
SE,2020-03-16,95,95,0,0,0,0
SG,2020-03-16,119,118,1,0,0,0
SO,2020-03-16,67,66,1,0,0,0
SS,2020-03-16,90,88,0,1,0,1
T,2020-03-16,61,58,0,0,0,3
TE,2020-03-16,20,20,0,0,0,0
TF,2020-03-16,82,81,0,0,0,1
TO,2020-03-16,160,153,7,0,0,0
V,2020-03-16,314,300,7,0,0,7
VA,2020-03-16,128,126,1,0,1,0
VI,2020-03-16,164,164,0,0,0,0
Z,2020-03-16,118,118,0,0,0,0
ZA,2020-03-16,21,20,1,0,0,0
A,2020-03-17,199,190,0,0,0,9
AB,2020-03-17,128,123,5,0,0,0
AL,2020-03-17,13,13,0,0,0,0
AV,2020-03-17,70,69,1,0,0,0
B,2020-03-17,1313,1277,0,0,10,26
BA,2020-03-17,31,31,0,0,0,0
BI,2020-03-17,303,299,0,1,0,3
BU,2020-03-17,74,70,3,0,1,0
C,2020-03-17,146,145,0,0,1,0
CA,2020-03-17,54,53,1,0,0,0
CC,2020-03-17,60,58,2,0,0,0
CE,2020-03-17,4,4,0,0,0,0
CO,2020-03-17,54,54,0,0,0,0
CR,2020-03-17,242,229,8,0,5,0
CS,2020-03-17,53,53,0,0,0,0
CU,2020-03-17,91,72,18,0,0,1
GC,2020-03-17,33,32,0,0,0,1
GI,2020-03-17,100,100,0,0,0,0
GR,2020-03-17,106,105,1,0,0,0
GU,2020-03-17,64,60,3,0,1,0
H,2020-03-17,11,11,0,0,0,0
HU,2020-03-17,19,19,0,0,0,0
J,2020-03-17,49,49,0,0,0,0
L,2020-03-17,44,42,0,0,2,0
LE,2020-03-17,59,57,2,0,0,0
LO,2020-03-17,120,118,2,0,0,0
LU,2020-03-17,27,27,0,0,0,0
M,2020-03-17,2892,2892,0,0,0,0
MA,2020-03-17,150,148,2,0,0,0
ML,2020-03-17,3,3,0,0,0,0
MU,2020-03-17,79,78,1,0,0,0
NA,2020-03-17,171,170,1,0,0,0
NC,2020-03-17,141,140,0,0,0,1
O,2020-03-17,80,80,0,0,0,0
OR,2020-03-17,52,52,0,0,0,0
P,2020-03-17,29,29,0,0,0,0
PM,2020-03-17,79,79,0,0,0,0
PO,2020-03-17,103,103,0,0,0,0
S,2020-03-17,75,75,0,0,0,0
SA,2020-03-17,78,78,0,0,0,0
SE,2020-03-17,107,106,1,0,0,0
SG,2020-03-17,124,124,0,0,0,0
SO,2020-03-17,68,64,4,0,0,0
SS,2020-03-17,80,80,0,0,0,0
T,2020-03-17,60,55,0,0,0,5
TE,2020-03-17,19,19,0,0,0,0
TF,2020-03-17,67,67,0,0,0,0
TO,2020-03-17,169,156,13,0,0,0
V,2020-03-17,264,252,2,0,0,10
VA,2020-03-17,142,142,0,0,0,0
VI,2020-03-17,146,145,0,1,0,0
Z,2020-03-17,117,116,0,0,1,0
ZA,2020-03-17,21,20,1,0,0,0
A,2020-03-18,177,167,4,0,0,6
AB,2020-03-18,114,107,7,0,0,0
AL,2020-03-18,13,13,0,0,0,0
AV,2020-03-18,70,69,1,0,0,0
B,2020-03-18,1420,1378,0,1,4,37
BA,2020-03-18,30,30,0,0,0,0
BI,2020-03-18,282,280,0,0,0,2
BU,2020-03-18,70,69,1,0,0,0
C,2020-03-18,139,138,1,0,0,0
CA,2020-03-18,47,45,2,0,0,0
CC,2020-03-18,71,69,2,0,0,0
CE,2020-03-18,4,4,0,0,0,0
CO,2020-03-18,38,38,0,0,0,0
CR,2020-03-18,285,272,9,0,3,1
CS,2020-03-18,55,51,2,0,0,2
CU,2020-03-18,79,59,20,0,0,0
GC,2020-03-18,37,37,0,0,0,0
GI,2020-03-18,99,96,0,1,0,2
GR,2020-03-18,104,104,0,0,0,0
GU,2020-03-18,73,68,5,0,0,0
H,2020-03-18,22,22,0,0,0,0
HU,2020-03-18,17,17,0,0,0,0
J,2020-03-18,58,56,2,0,0,0
L,2020-03-18,85,83,0,0,1,1
LE,2020-03-18,87,85,2,0,0,0
LO,2020-03-18,142,142,0,0,0,0
LU,2020-03-18,19,19,0,0,0,0
M,2020-03-18,2670,2670,0,0,0,0
MA,2020-03-18,133,133,0,0,0,0
ML,2020-03-18,6,6,0,0,0,0
MU,2020-03-18,93,89,4,0,0,0
NA,2020-03-18,178,176,2,0,0,0
NC,2020-03-18,177,177,0,0,0,0
O,2020-03-18,91,91,0,0,0,0
OR,2020-03-18,35,35,0,0,0,0
P,2020-03-18,27,27,0,0,0,0
PM,2020-03-18,81,79,1,0,0,1
PO,2020-03-18,117,117,0,0,0,0
S,2020-03-18,89,89,0,0,0,0
SA,2020-03-18,129,127,2,0,0,0
SE,2020-03-18,87,85,2,0,0,0
SG,2020-03-18,121,120,1,0,0,0
SO,2020-03-18,48,48,0,0,0,0
SS,2020-03-18,85,85,0,0,0,0
T,2020-03-18,54,54,0,0,0,0
TE,2020-03-18,11,11,0,0,0,0
TF,2020-03-18,79,79,0,0,0,0
TO,2020-03-18,169,158,11,0,0,0
V,2020-03-18,266,250,4,0,0,12
VA,2020-03-18,169,169,0,0,0,0
VI,2020-03-18,181,181,0,0,0,0
Z,2020-03-18,135,135,0,0,0,0
ZA,2020-03-18,22,22,0,0,0,0
A,2020-03-19,192,185,5,0,0,2
AB,2020-03-19,149,133,16,0,0,0
AL,2020-03-19,22,22,0,0,0,0
AV,2020-03-19,89,86,3,0,0,0
B,2020-03-19,1342,1292,0,0,6,44
BA,2020-03-19,41,41,0,0,0,0
BI,2020-03-19,275,270,0,3,0,2
BU,2020-03-19,70,70,0,0,0,0
C,2020-03-19,115,114,0,0,1,0
CA,2020-03-19,55,55,0,0,0,0
CC,2020-03-19,62,59,3,0,0,0
CE,2020-03-19,3,3,0,0,0,0
CO,2020-03-19,41,41,0,0,0,0
CR,2020-03-19,216,207,5,0,4,0
CS,2020-03-19,60,59,0,1,0,0
CU,2020-03-19,93,74,19,0,0,0
GC,2020-03-19,25,25,0,0,0,0
GI,2020-03-19,111,106,0,1,0,4
GR,2020-03-19,95,93,2,0,0,0
GU,2020-03-19,64,60,4,0,0,0
H,2020-03-19,17,17,0,0,0,0
HU,2020-03-19,23,23,0,0,0,0
J,2020-03-19,45,44,1,0,0,0
L,2020-03-19,80,78,0,0,1,1
LE,2020-03-19,133,133,0,0,0,0
LO,2020-03-19,169,169,0,0,0,0
LU,2020-03-19,26,26,0,0,0,0
M,2020-03-19,2498,2497,1,0,0,0
MA,2020-03-19,144,144,0,0,0,0
ML,2020-03-19,5,5,0,0,0,0
MU,2020-03-19,81,80,1,0,0,0
NA,2020-03-19,154,153,1,0,0,0
NC,2020-03-19,130,130,0,0,0,0
O,2020-03-19,101,101,0,0,0,0
OR,2020-03-19,54,54,0,0,0,0
P,2020-03-19,42,42,0,0,0,0
PM,2020-03-19,103,102,1,0,0,0
PO,2020-03-19,95,95,0,0,0,0
S,2020-03-19,178,178,0,0,0,0
SA,2020-03-19,120,120,0,0,0,0
SE,2020-03-19,115,114,1,0,0,0
SG,2020-03-19,127,126,1,0,0,0
SO,2020-03-19,74,73,1,0,0,0
SS,2020-03-19,78,76,0,1,0,1
T,2020-03-19,56,54,0,0,0,2
TE,2020-03-19,22,22,0,0,0,0
TF,2020-03-19,50,50,0,0,0,0
TO,2020-03-19,174,162,12,0,0,0
V,2020-03-19,218,206,4,0,0,8
VA,2020-03-19,130,130,0,0,0,0
VI,2020-03-19,106,106,0,0,0,0
Z,2020-03-19,120,120,0,0,0,0
ZA,2020-03-19,21,20,1,0,0,0
A,2020-03-20,220,214,2,0,0,4
AB,2020-03-20,131,121,10,0,0,0
AL,2020-03-20,29,29,0,0,0,0
AV,2020-03-20,70,69,1,0,0,0
B,2020-03-20,1616,1559,0,0,13,44
BA,2020-03-20,55,55,0,0,0,0
BI,2020-03-20,313,307,0,2,0,4
BU,2020-03-20,76,72,4,0,0,0
C,2020-03-20,186,184,0,0,2,0
CA,2020-03-20,65,65,0,0,0,0
CC,2020-03-20,73,72,1,0,0,0
CE,2020-03-20,6,6,0,0,0,0
CO,2020-03-20,47,47,0,0,0,0
CR,2020-03-20,334,312,17,0,5,0
CS,2020-03-20,56,55,1,0,0,0
CU,2020-03-20,103,79,24,0,0,0
GC,2020-03-20,33,33,0,0,0,0
GI,2020-03-20,131,125,0,0,0,6
GR,2020-03-20,146,146,0,0,0,0
GU,2020-03-20,79,76,3,0,0,0
H,2020-03-20,26,26,0,0,0,0
HU,2020-03-20,32,32,0,0,0,0
J,2020-03-20,103,99,4,0,0,0
L,2020-03-20,70,69,0,0,0,1
LE,2020-03-20,125,121,4,0,0,0
LO,2020-03-20,190,190,0,0,0,0
LU,2020-03-20,41,41,0,0,0,0
M,2020-03-20,3104,3102,2,0,0,0
MA,2020-03-20,196,195,1,0,0,0
ML,2020-03-20,4,4,0,0,0,0
MU,2020-03-20,92,88,4,0,0,0
NA,2020-03-20,231,230,1,0,0,0
NC,2020-03-20,194,193,0,0,0,1
O,2020-03-20,83,83,0,0,0,0
OR,2020-03-20,100,100,0,0,0,0
P,2020-03-20,50,49,1,0,0,0
PM,2020-03-20,97,95,2,0,0,0
PO,2020-03-20,138,137,1,0,0,0
S,2020-03-20,143,143,0,0,0,0
SA,2020-03-20,149,147,2,0,0,0
SE,2020-03-20,148,146,1,1,0,0
SG,2020-03-20,139,139,0,0,0,0
SO,2020-03-20,74,73,1,0,0,0
SS,2020-03-20,106,105,0,0,0,1
T,2020-03-20,66,63,0,0,0,3
TE,2020-03-20,25,25,0,0,0,0
TF,2020-03-20,88,87,0,0,0,1
TO,2020-03-20,203,181,22,0,0,0
V,2020-03-20,250,229,9,0,0,12
VA,2020-03-20,139,138,1,0,0,0
VI,2020-03-20,172,172,0,0,0,0
Z,2020-03-20,182,182,0,0,0,0
ZA,2020-03-20,25,22,3,0,0,0
A,2020-03-21,152,147,1,0,0,4
AB,2020-03-21,129,120,9,0,0,0
AL,2020-03-21,30,30,0,0,0,0
AV,2020-03-21,75,75,0,0,0,0
B,2020-03-21,1165,1137,0,0,4,24
BA,2020-03-21,36,36,0,0,0,0
BI,2020-03-21,250,248,0,2,0,0
BU,2020-03-21,61,60,1,0,0,0
C,2020-03-21,105,104,0,0,1,0
CA,2020-03-21,62,62,0,0,0,0
CC,2020-03-21,72,68,4,0,0,0
CE,2020-03-21,6,6,0,0,0,0
CO,2020-03-21,47,46,1,0,0,0
CR,2020-03-21,194,184,10,0,0,0
CS,2020-03-21,59,58,1,0,0,0
CU,2020-03-21,64,54,10,0,0,0
GC,2020-03-21,20,20,0,0,0,0
GI,2020-03-21,107,104,0,0,0,3
GR,2020-03-21,101,100,1,0,0,0
GU,2020-03-21,34,33,1,0,0,0
H,2020-03-21,18,18,0,0,0,0
HU,2020-03-21,17,17,0,0,0,0
J,2020-03-21,55,55,0,0,0,0
L,2020-03-21,91,88,0,0,3,0
LE,2020-03-21,65,61,4,0,0,0
LO,2020-03-21,134,134,0,0,0,0
LU,2020-03-21,32,31,0,0,1,0
M,2020-03-21,1959,1957,2,0,0,0
MA,2020-03-21,107,106,1,0,0,0
ML,2020-03-21,3,3,0,0,0,0
MU,2020-03-21,70,67,3,0,0,0
NA,2020-03-21,152,152,0,0,0,0
NC,2020-03-21,135,135,0,0,0,0
O,2020-03-21,68,68,0,0,0,0
OR,2020-03-21,51,50,0,0,1,0
P,2020-03-21,37,37,0,0,0,0
PM,2020-03-21,62,61,1,0,0,0
PO,2020-03-21,79,79,0,0,0,0
S,2020-03-21,99,99,0,0,0,0
SA,2020-03-21,160,156,4,0,0,0
SE,2020-03-21,103,102,1,0,0,0
SG,2020-03-21,110,109,1,0,0,0
SO,2020-03-21,83,83,0,0,0,0
SS,2020-03-21,72,68,0,1,0,3
T,2020-03-21,50,50,0,0,0,0
TE,2020-03-21,13,13,0,0,0,0
TF,2020-03-21,55,55,0,0,0,0
TO,2020-03-21,141,128,13,0,0,0
V,2020-03-21,212,201,5,0,0,6
VA,2020-03-21,95,95,0,0,0,0
VI,2020-03-21,107,107,0,0,0,0
Z,2020-03-21,148,148,0,0,0,0
ZA,2020-03-21,19,19,0,0,0,0
A,2020-03-22,151,144,2,0,0,5
AB,2020-03-22,126,113,13,0,0,0
AL,2020-03-22,16,16,0,0,0,0
AV,2020-03-22,60,60,0,0,0,0
B,2020-03-22,1066,1031,0,1,2,32
BA,2020-03-22,53,51,2,0,0,0
BI,2020-03-22,225,223,0,2,0,0
BU,2020-03-22,54,50,4,0,0,0
C,2020-03-22,106,106,0,0,0,0
CA,2020-03-22,39,37,2,0,0,0
CC,2020-03-22,58,58,0,0,0,0
CE,2020-03-22,7,7,0,0,0,0
CO,2020-03-22,43,43,0,0,0,0
CR,2020-03-22,206,188,18,0,0,0
CS,2020-03-22,51,50,0,0,0,1
CU,2020-03-22,58,39,19,0,0,0
GC,2020-03-22,22,22,0,0,0,0
GI,2020-03-22,78,75,0,0,0,3
GR,2020-03-22,110,106,4,0,0,0
GU,2020-03-22,56,55,1,0,0,0
H,2020-03-22,14,14,0,0,0,0
HU,2020-03-22,13,13,0,0,0,0
J,2020-03-22,43,41,2,0,0,0
L,2020-03-22,68,65,0,0,0,3
LE,2020-03-22,91,89,2,0,0,0
